title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Buzz! Brain Bender    ,PSP,Sony Computer Entertainment  ,Relentless Software  ,6.5  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,28th Nov 08  
Doctor Fizzwizzle's Animal Rescue    ,Wii,Conspiracy Entertainment  ,Replay Games  ,N/A  ,N/A  ,0.00m,0.00m,N/A,N/A,0.00m,27th Oct 09  
Bluebeard's Castle    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,25th Feb 15  
Bookworm Adventures Deluxe    ,PC,PopCap Games  ,PopCap  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,14th Dec 06  
Final Cut: Death on the Silver Screen    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,28th Nov 14  
Toki Tori 2+    ,PS4,Soedesco  ,Two Tribes  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,07th Jun 16  
Luxor: The King's Collection    ,PC,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,06th May 08  
Mortimer Beckett and the Secrets of Spooky Manor    ,PC,Mumbo Jumbo  ,Paprikari  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,19th Feb 08  
Artifacts of the Past Ancient Mysteries    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,08th May 15  
Puzzle Kingdoms    ,PC,Zoo Digital Publishing  ,Infinite Interactive  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,16th Apr 09  
Grim Legends: The Forsaken Bride    ,PC,Avanquest Software  ,Artifex Mundi  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,20th Mar 15  
The Hidden Mystery Collectives: Mystic Diary 1 & 2    ,PC,Unknown  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,05th Aug 11  
Mystery P.I.: The Lottery Ticket    ,PC,PopCap Games  ,SpinTop Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,18th Jul 07  
Jewel Time Deluxe    ,PC,O-Games  ,O Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,17th Jun 11  
Youda Farmer    ,DS,Foreign Media Games  ,Youda Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,12th Oct 10  
Call of Atlantis    ,DS,Unknown  ,Foreign Media Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,31st Dec 20  
Sekai Fushigi Hakken DS: Densetsu no Hitoshi-kun Ningyou o Sagase    ,DS,FuRyu Corporation  ,FuRyu Corporation  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,06th Aug 09  
Slingo Quest    ,DS,Mumbo Jumbo  ,Mac Play  ,N/A  ,N/A  ,0.00m,0.00m,N/A,N/A,N/A,12th Dec 08  
Tetris Ultimate     ,PSV,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,04th Jun 15  
Mystic Legacy: The Great Ring    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,25th Feb 15  
Paint by DS    ,DS,Mercury Games  ,Ertain  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,22nd Feb 08  
Knockout Party    ,Wii,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,06th Nov 09  
Real Crimes: Jack the Ripper    ,PC,Virtual Playground  ,Virtual Playground  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,01st Jan 10  
Simple DS Series Vol. 44: The Gal Mahjong    ,DS,D3 Publisher  ,"Affect Co., Ltd.  ",N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,25th Sep 08  
Super Bubble Pop    ,GBA,Jaleco  ,Runecraft  ,N/A  ,N/A  ,0.00m,0.00m,0.00m,N/A,0.00m,03rd Jan 03  
Crazy Machines 2    ,DS,DTP Entertainment  ,FAKT Software GmBH  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,16th Oct 09  
7 Wonders II    ,PC,Mumbo Jumbo  ,Hot Lava Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,14th Aug 07  
Jelly Belly: Ballistic Beans    ,DS,Zoo Digital Publishing  ,Blue Monkey Studios  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,21st Apr 09  
Chronicles of Mystery: The Tree of Life    ,PC,City Interactive  ,City Interactive  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,10th Dec 09  
Jewel Quest The Sapphire Dragon    ,3DS,Tulip Games  ,Engine Software  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,29th Jan 15  
Mystery Masterpiece: The Moonstone    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,01st Aug 09  
The Great Unknown: Houdini's Castle    ,PC,Big Fish Games  ,Black Lime Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,19th Nov 14  
Sable Maze: Sullivan River    ,PC,Focus Multimedia  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,25th Feb 15  
Fishdom    ,PC,Unknown  ,Playrix Entertainment  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,21st Jun 08  
Minna no Oekaki Yasan    ,DS,Taito  ,Taito Corporation  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,02nd Jul 09  
Space Bust-A-Move (JP sales)    ,DS,Square Enix  ,Taito Corporation  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,28th Jul 09  
Kotoba no Puzzle: Mojipittan Wii Deluxe    ,Wii,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,27th Nov 08  
I Spy Challenger!    ,GBA,Scholastic Inc.  ,Black Hammer Game  ,N/A  ,N/A  ,0.00m,0.00m,0.00m,N/A,0.00m,09th Oct 02  
Royal Detective 2: The Lord Of Statues    ,PC,Big Fish Games  ,Black Lime Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,08th May 15  
Puzzle Quest: Galactrix    ,PC,D3 Publisher  ,Infinite Interactive  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,24th Feb 09  
Brain Challenge Deluxe    ,PS3,Ubisoft  ,Gameloft  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,03rd Mar 09  
Pic Pic    ,DS,505 Games  ,Success  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,08th Feb 08  
The Magician's Handbook: Cursed Valley    ,PC,Unknown  ,BCI Software  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,28th Jun 07  
9 Clues 2: The Ward    ,PC,Artifex Mundi sp. z o.o.  ,Artifex Mundi  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,23rd Jul 15  
Puzzle & Dragons: Super Mario Bros. Edition    ,3DS,Nintendo  ,GungHo Online Entertainment  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,22nd May 15  
Qix++    ,PSP,Taito  ,Taito Corporation  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,25th Feb 10  
Unsolved Mystery Club: Ancient Astronauts    ,PC,Freeze Tag  ,Freeze Tag  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,17th Jul 11  
Jig-A-Pix: Wonderful World    ,DS,Zushi Games  ,Zushi Games Ltd  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,20th Nov 09  
Mahjong Mysteries: Ancient Egypt    ,DS,Avanquest Software  ,Destineer  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,25th Jun 10  
Pang: Magical Michael    ,DS,Rising Star   ,Rising Star Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,24th Sep 10  
Art of Murder: Hunt for the Puppeteer    ,PC,City Interactive  ,City Interactive  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,17th Feb 09  
Zendoku    ,PSP,Eidos Interactive  ,Zoonami Ltd.  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,20th Apr 07  
Amazing Adventures: The Lost Tomb    ,PC,PopCap Games  ,SpinTop Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,05th Nov 07  
Hollywood: The Directors Cut    ,PC,HdO Adventure  ,Mastertronic  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,03rd Feb 12  
1001 Crosswords    ,DS,Mastertronic  ,Mastertronic  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,02nd Nov 12  
The Times Crossword Challenge    ,DS,Atari  ,Sanuk Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,06th Feb 09  
Eggheads    ,DS,Avanquest  ,Avanquest Software  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,16th Dec 11  
Hidden Photo    ,DS,PQube  ,PQube  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,11th Mar 11  
echoshift    ,PSP,Sony Computer Entertainment  ,JAPAN Studio / Artoon  ,7.5  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,24th Feb 10  
Top Trumps: Dogs & Dinosaurs    ,DS,Ubisoft  ,Sogoplay  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,12th Oct 07  
Tumblebugs 2    ,PC,Mumbo Jumbo  ,Wildfire Studios  ,N/A  ,N/A  ,0.00m,0.00m,N/A,N/A,0.00m,21st Oct 08  
Jewel Link Double Pack: Atlantic Quest / Galactic Quest    ,DS,Avanquest Software  ,Avanquest Software  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,30th May 14  
Reveries: Seelenfänger    ,PC,Rondomedia  ,ERS G-Studio  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,07th Oct 15  
Margot's Bepuzzled!    ,DS,Zushi Games  ,puzzle.tv  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,23rd Oct 09  
Nightmares from the Deep: Davy Jones    ,PC,Viva Media  ,Artifex Mundi  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,17th Jun 14  
Hidden Mysteries: Royal Family Secrets    ,PC,GameMill  ,GameMill Publishing  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,09th Aug 11  
Aqua Panic!    ,Wii,Neko Entertainment  ,EKO System  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,29th May 09  
Margot's Bepuzzled!    ,Wii,Zushi Games  ,puzzle.tv  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,06th Nov 09  
Jewel Adventures    ,DS,Enjoy Gaming ltd.  ,7 Raven Studios Co. Ltd.  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,N/A,05th Sep 13  
Nightfall Mysteries: Curse of the Opera    ,PC,Mastertronic  ,Vast Studios  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,12th Nov 10  
Mystery Case Files: Ravenhearst    ,DS,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,N/A,26th Jun 07  
Casual Classics    ,DS,Unknown  ,Media Sales & Licensing  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,N/A,03rd Dec 10  
The Clockwork Man    ,PC,Unknown  ,Total Eclipse  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,10th Aug 11  
Bliss Island    ,PSP,Codemasters  ,PomPom Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,08th Dec 06  
Jig-a-Pix: Love is...    ,DS,Zushi Games  ,Zushi Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,N/A,05th Feb 10  
"Mind, Body & Soul: Blend It!    ",DS,505 Games  ,Crush Digital  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,N/A,23rd Apr 10  
10 Days Under the Sea    ,PC,Alawar Entertainment  ,FlyWheel Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Nov 08  
10 Talismans    ,PC,Red Mile Entertainment  ,Nevosoft  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,07th Sep 06  
100 Doors: Floors Escape    ,And,100 Gates  ,Unknown  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,14th Aug 14  
1001 Blockbusters    ,DSiW,SelectSoft  ,SelectSoft  ,7.0  ,N/A  ,N/A,N/A,N/A,N/A,N/A,13th Oct 11  
1001 Crystal Mazes Collection    ,DSiW,Teyon Entertainment  ,Teyon Entertainment  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,03rd May 10  
101-in-1 Explosive Megamix    ,WW,Unknown  ,Nordcurrent  ,2.5  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A  
15 Puzzle    ,XBL,Microsoft  ,Snowcap Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,28th Aug 09  
1500DS Spirits Vol. 3: Block Kuzushi    ,DS,Tasuke  ,Tasuke  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,09th Aug 07  
2 Games in 1: Columns Crown & ChuChu Rocket!    ,GBA,Sega  ,Sega  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,11th Nov 05  
2048    ,3DS,Cosmigo  ,Ketchapp  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,19th Jun 14  
2Puzzle It: Fantasy    ,DSiW,Unknown  ,Neuland Multimedia  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,09th Jul 10  
3-D Tetris    ,VB,Nintendo  ,Tikipod  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,22nd Mar 96  
3D Block Kuzushi    ,3DS,SilverStar  ,SilverStarJapan  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,07th Jun 11  
3D Lemmings    ,PC,Psygnosis  ,Clockwork Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,31st Jul 95  
3D Lemmings    ,SAT,Psygnosis  ,Clockwork Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Jan 96  
3D Twist & Match    ,DSiW,Sanuk Games  ,Sanuk Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,23rd May 11  
3D Twist & Match    ,PSN,Sanuk Games  ,Sanuk Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,12th Apr 11  
4 Elements HD    ,PSN,Playrix Entertainment  ,Boolat Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,30th Aug 11  
5 in 1 Mahjong    ,DSiW,cerasus.media  ,cerasus.media GmbH  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,14th Mar 11  
5 Spots Party    ,WW,Cosmonaut Games  ,Cosmonaut Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,20th Jul 09  
505 Tangram    ,DSiW,Cosmigo  ,GameOn GmbH  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,07th Feb 11  
7 Wonders of the Ancient World    ,PSN,Mumbo Jumbo  ,Hot Lava Games  ,5.4  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Apr 09  
7 Wonders of the Ancient World    ,PS2,Mumbo Jumbo  ,Hot Lava Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,20th Nov 07  
7 Wonders: Treasures of Seven    ,PC,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,24th Oct 08  
A Fairy Tale    ,DSiW,High Horse Entertainment  ,Black Lantern Studios  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,04th Apr 11  
A Kappa's Trail    ,DSiW,Nintendo  ,Brownie Brown  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,14th Jun 10  
A Morons Challenge    ,XBL,Microsoft  ,arcarocket  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,11th Jun 09  
A Topsy Turvy Life: Turvy Drops    ,DSiW,Tecmo Koei  ,Tecmo Koei Holdings  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,17th May 10  
Aargon Deluxe    ,PC,Unknown  ,Twilight Games  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,08th May 01  
ABC Island    ,PC,Unknown  ,KraiSoft Entertainment  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Jan 08  
Absolute BrickBuster    ,DSiW,Tasuke  ,Tasuke  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,26th Jul 10  
Abstacked    ,XBL,Microsoft  ,lutas  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,15th Nov 08  
Abundante!    ,PC,Myth People  ,Myth People  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,10th Jan 07  
Academy: Checkers    ,DSiW,Gamelion Studios  ,Gamelion  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,27th Oct 11  
Acid Drop    ,2600,Salu  ,Salu  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Jan 92  
ACME Animation Factory    ,SNES,Sunsoft  ,Probe Software  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Nov 94  
Addie no Okurimono: To Moze from Addie    ,PS,Sony Computer Entertainment  ,SCEI  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,03rd Feb 00  
Advanced Circuits    ,DSiW,BiP Media  ,BiP media  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,24th May 10  
Adventures in Odyssey 3D CD-ROM Interactive Game    ,PC,Unknown  ,Focus on the Family  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Jan 98  
Adventures of Lolo    ,GB,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Jan 95  
Adventures of Lolo    ,VC,HAL Laboratory  ,HAL Laboratory  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,06th Aug 07  
Adventures of Lolo 2    ,NES,HAL Laboratory  ,HAL Laboratory  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,01st Mar 90  
