title,link,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
NBA Starting Five,/game/playstation-2/nba-starting-five,27-Oct-02,53,7.3,Konami,Konami,"Sports, Traditional, Basketball, Sim",E,PlayStation 2,0.18,0.09,0.07,N/A,0.02
Portal Runner,/game/playstation-2/portal-runner,10-Sep-01,53,7.4,3DO,3DO,"Action, Platformer, 3D",E,PlayStation 2,0.13,0.06,0.05,N/A,0.02
Lord of Arcana,/game/psp/lord-of-arcana,25-Jan-11,53,6.3,Access Games,Square Enix,"Action, Role-Playing, General, Action RPG, Action RPG",M,PSP,0.34,0.08,0.05,0.17,0.04
Marvel Nemesis: Rise of the Imperfects,/game/playstation-2/marvel-nemesis-rise-of-the-imperfects,20-Sep-05,53,6.6,"EA Canada, Nihilistic",EA Games,"Action, Fighting, 3D",T,PlayStation 2,0.77,0.64,0.02,N/A,0.10
Bodycount,/game/xbox-360/bodycount,30-Aug-11,53,4.7,Guildford Studio,Codemasters,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,Xbox 360,0.11,0.05,0.05,N/A,0.02
Crime Lab: Body of Evidence,/game/ds/crime-lab-body-of-evidence,22-Jun-10,53,tbd,City Interactive,City Interactive,"Adventure, General, General",T,DS,0.07,0.05,0.01,N/A,0.00
Warriors Orochi,/game/xbox-360/warriors-orochi,18-Sep-07,53,7.3,Omega Force,Koei,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",T,Xbox 360,0.87,0.11,0.09,0.64,0.03
Sniper: Ghost Warrior,/game/playstation-3/sniper-ghost-warrior,29-Jun-11,53,6,City Interactive,City Interactive,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",M,PlayStation 3,1.16,0.54,0.50,N/A,0.12
B-Boy,/game/playstation-2/b-boy,4-Aug-08,53,8.6,FreeStyleGames,Evolved Games,"Miscellaneous, Rhythm, Dancing",T,PlayStation 2,0.05,0.04,0.00,N/A,0.00
NBA Live 15,/game/xbox-one/nba-live-15,28-Oct-14,53,6.9,EA Sports,Electronic Arts,"Sports, Traditional, Team, Basketball, Arcade",E,Xbox One,0.25,0.16,0.04,N/A,0.04
Virtua Quest,/game/playstation-2/virtua-quest,18-Jan-05,53,7.6,Artificial Mind and Movement,Sega,"Role-Playing, Action RPG",T,PlayStation 2,0.02,0.01,0.01,N/A,0.00
Jurassic Park: The Game,/game/playstation-3/jurassic-park-the-game,15-Nov-11,53,4.7,Telltale Games,Telltale Games,"Adventure, General, General, Visual Novel, Point-and-Click",T,PlayStation 3,0.16,0.15,N/A,N/A,0.01
Eat Lead: The Return of Matt Hazard,/game/xbox-360/eat-lead-the-return-of-matt-hazard,26-Feb-09,53,7.1,Vicious Cycle,D3Publisher,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",T,Xbox 360,0.13,0.09,0.02,0.00,0.01
Super Dungeon Bros,/game/xbox-one/super-dungeon-bros,1-Nov-16,53,2.2,React Games,Wired Productions,"Action, General",E10+,Xbox One,0.03,0.02,N/A,N/A,0.01
Transformers: Revenge of the Fallen,/game/wii/transformers-revenge-of-the-fallen,23-Jun-09,53,3.9,Krome Studios,Activision,"Action, Adventure, Shooter, Beat-'Em-Up, Sci-Fi, Sci-Fi, Third-Person, 3D, Arcade",T,Wii,0.7,0.28,0.30,N/A,0.12
Carmen Sandiego: The Secret of the Stolen Drums,/game/xbox/carmen-sandiego-the-secret-of-the-stolen-drums,13-Sep-04,53,tbd,Artificial Mind and Movement,Bam Entertainment,"Action Adventure, Modern",E,Xbox,0.06,0.03,0.02,N/A,0.01
Tetris Worlds,/game/xbox/tetris-worlds,24-Jun-02,53,5.6,Radical Entertainment,THQ,"Miscellaneous, Puzzle, Stacking",E,Xbox,2.08,1.11,0.71,N/A,0.27
Samurai Warriors 2,/game/xbox-360/samurai-warriors-2,19-Sep-06,52,8.7,Omega Force,Koei,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",T,Xbox 360,0.61,0.02,0.02,0.57,0.01
Neopets Puzzle Adventure,/game/wii/neopets-puzzle-adventure,18-Dec-08,52,tbd,Infinite Interactive,Capcom,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,Wii,0.29,0.26,0.00,N/A,0.02
Bionicle,/game/pc/bionicle,31-Oct-03,52,6.4,Argonaut Games,Lego Media,"Action, Platformer, Platformer, 3D, 3D",E,PC,0.43,0.21,0.17,N/A,0.06
Transformers: The Game,/game/xbox-360/transformers-the-game,26-Jun-07,52,5.6,Traveller's Tales,Activision,"Action Adventure, Sci-Fi, Sci-Fi, General",T,Xbox 360,1.11,0.63,0.37,0.00,0.11
Hail to the Chimp,/game/xbox-360/hail-to-the-chimp,2-Jul-08,52,6.1,Wideload Games Inc.,Gamecock Media Group,"Miscellaneous, Party, Party, Party / Minigame",T,Xbox 360,0.06,0.05,N/A,N/A,0.00
Kinect Joy Ride,/game/xbox-360/kinect-joy-ride,4-Nov-10,52,5,BigPark,Microsoft Game Studios,"Driving, Racing, Arcade, Arcade, Automobile",E,Xbox 360,1.43,0.92,0.39,0.00,0.12
Spider-Man 3,/game/psp/spider-man-3,16-Oct-07,52,7.2,Treyarch,Activision,"Action, Action Adventure, Platformer, General, Platformer, 3D, 3D",T,PSP,0.9,0.74,0.03,0.01,0.12
Spider-Man: Web of Shadows,/game/pc/spider-man-web-of-shadows,28-Oct-08,52,7.7,"Treyarch, Shaba Games",Activision,"Action, General, General",T,PC,0.4,0.36,0.02,N/A,0.03
18 Wheeler: American Pro Trucker,/game/gamecube/18-wheeler-american-pro-trucker,18-Feb-02,52,6.3,Acclaim Studios Cheltenham,Acclaim,"Driving, Racing, Arcade",E,GameCube,0.4,0.20,0.15,N/A,0.05
Harry Potter and the Order of the Phoenix,/game/psp/harry-potter-and-the-order-of-the-phoenix,25-Jun-07,52,7.5,EA Games,EA Games,"Action Adventure, Fantasy, General, Fantasy",E10+,PSP,0.84,0.28,0.46,N/A,0.10
Sniper: Ghost Warrior 2,/game/playstation-3/sniper-ghost-warrior-2,12-Mar-13,52,5.9,City Interactive,City Interactive,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",M,PlayStation 3,0.34,0.05,0.20,0.03,0.05
Lost: Via Domus,/game/pc/lost-via-domus,26-Feb-08,52,6,Ubisoft Montreal,Ubisoft,"Action Adventure, Modern, General, Modern",T,PC,0.58,0.18,0.34,N/A,0.07
Sniper: Ghost Warrior 2,/game/pc/sniper-ghost-warrior-2,11-Mar-13,52,5.9,City Interactive,City Interactive,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",M,PC,0.34,0.05,0.20,0.03,0.05
Escape Dead Island,/game/pc/escape-dead-island,18-Nov-14,52,3.5,Fatshark AB,Deep Silver,"Action Adventure, Adventure, 3D, Survival, Third-Person, Modern",M,PC,0.1,0.05,0.03,N/A,0.02
Rygar: The Battle of Argus,/game/wii/rygar-the-battle-of-argus,28-Jan-09,52,7,Tecmo,Tecmo,"Action Adventure, Fantasy, General, Fantasy",T,Wii,0.09,0.09,0.00,N/A,0.01
Jaws Unleashed,/game/playstation-2/jaws-unleashed,23-May-06,52,7.5,Appaloosa Interactive,Majesco Games,"Action, General",M,PlayStation 2,0.6,0.50,0.02,N/A,0.08
Resident Evil: Operation Raccoon City,/game/playstation-3/resident-evil-operation-raccoon-city,20-Mar-12,52,4.9,Slant Six,Capcom,"Shooter, Sci-Fi, Action, Action Adventure, Horror, Horror, Shooter, Third-Person, Arcade",M,PlayStation 3,1.18,0.48,0.24,0.36,0.10
Auto Modellista,/game/xbox/auto-modellista,20-Jan-04,52,tbd,Capcom,Capcom,"Driving, Racing, Arcade",E,Xbox,0.39,0.19,0.15,N/A,0.05
Leisure Suit Larry: Wet Dreams Don't Dry,/game/switch/leisure-suit-larry-wet-dreams-dont-dry,13-Jun-19,52,5.1,CrazyBunch,Assemble Entertainment,"Adventure, Point-and-Click",M,Switch,0.01,N/A,0.01,N/A,0.00
Blades of Time,/game/xbox-360/blades-of-time,6-Mar-12,52,6.6,Gaijin Entertainment,Konami,"Action, General, General",M,Xbox 360,0.1,0.07,0.02,0.00,0.01
Gangs of London,/game/psp/gangs-of-london,3-Oct-06,52,6.8,SCEE London Studio,SCEA,"Action Adventure, Adventure, Third-Person, Open-World, Modern, Modern",M,PSP,0.96,0.30,0.43,N/A,0.22
WinBack 2: Project Poseidon,/game/xbox/winback-2-project-poseidon,25-Apr-06,52,tbd,Cavia Inc.,Koei,"Action, Shooter, Third-Person, Modern",T,Xbox,0.01,0.01,0.01,N/A,0.00
SoulCalibur Legends,/game/wii/soulcalibur-legends,20-Nov-07,52,5.8,Namco Bandai Games,Namco Bandai Games America,"Action Adventure, Fantasy, General, Fantasy",T,Wii,0.18,0.16,0.01,N/A,0.01
Unbox: Newbie's Adventure,/game/switch/unbox-newbies-adventure,21-Nov-17,52,6.1,Prospect Games,Merge Games,"Action, Platformer, 3D",E,Switch,0.04,0.03,N/A,N/A,0.01
Ant Nation,/game/wii/ant-nation,13-Jul-09,52,tbd,Kouyousha,Konami,"Action, Strategy, General, Real-Time, General",E10+,Wii,0.07,0.06,0.01,N/A,0.01
Dynasty Warriors: Gundam 2,/game/playstation-2/dynasty-warriors-gundam-2,21-Apr-09,52,6.5,Omega Force,Namco Bandai Games America,"Action, Beat-'Em-Up",T,PlayStation 2,0.49,0.09,0.07,0.32,0.03
Over the Hedge: Hammy Goes Nuts!,/game/ds/over-the-hedge-hammy-goes-nuts!,24-Oct-06,52,tbd,Amaze Entertainment,Activision,"Action, Platformer, Platformer, 3D, 3D",E,DS,0.13,0.12,0.00,N/A,0.01
The Dukes of Hazzard: Return of the General Lee,/game/playstation-2/the-dukes-of-hazzard-return-of-the-general-lee,28-Sep-04,52,6.7,Ratbag,Ubisoft,"Driving, Mission-based",E,PlayStation 2,0.21,0.11,0.08,N/A,0.03
"Crouching Tiger, Hidden Dragon",/game/xbox/crouching-tiger-hidden-dragon,9-Dec-03,52,4.8,Genki,Ubisoft,"Action, Beat-'Em-Up",T,Xbox,0.13,0.06,0.05,N/A,0.02
"Monsters, Inc.",/game/playstation-2/monsters-inc,19-Mar-02,52,7.2,Artificial Mind and Movement,SCEA,"Action Adventure, Fantasy",E,PlayStation 2,1.67,0.59,0.95,0.03,0.10
Seven Samurai 20XX,/game/playstation-2/seven-samurai-20xx,12-Mar-04,52,7.4,Dimps Corporation,Sammy Studios,"Action, Beat-'Em-Up",T,PlayStation 2,0.08,0.04,0.03,N/A,0.01
Pirates of the Caribbean: Dead Man's Chest,/game/psp/pirates-of-the-caribbean-dead-mans-chest,27-Jun-06,52,8.2,Griptonite Games,Buena Vista Games,"Action Adventure, Historic, General, Historic",T,PSP,0.47,0.33,0.12,N/A,0.01
Resident Evil: Operation Raccoon City,/game/xbox-360/resident-evil-operation-raccoon-city,20-Mar-12,52,4.9,Slant Six,Capcom,"Shooter, Sci-Fi, Action, Action Adventure, Horror, Horror, Shooter, Third-Person, Arcade",M,Xbox 360,1.18,0.48,0.24,0.36,0.10
Mighty No. 9,/game/playstation-4/mighty-no-9,21-Jun-16,52,3.6,Inti Creates,Deep Silver,"Platformer, 2D, Action, Platformer, 2D",E10+,PlayStation 4,0.11,0.09,N/A,N/A,0.02
Extinction,/game/xbox-one/extinction,10-Apr-18,52,1.7,Iron Galaxy Studios,Modus Games,"Action Adventure, General",M,Xbox One,0.06,0.05,N/A,N/A,0.01
The Da Vinci Code,/game/xbox/the-da-vinci-code,19-May-06,52,2.8,Double Helix Games,2K Games,"Action, General",T,Xbox,0.14,0.07,0.05,N/A,0.02
NCAA Final Four 2002,/game/playstation-2/ncaa-final-four-2002,12-Nov-01,52,6.5,989 Sports,SCEA,"Sports, Traditional, Basketball, Sim",E,PlayStation 2,0.31,0.15,0.12,N/A,0.04
Naruto: Uzumaki Chronicles 2,/game/playstation-2/naruto-uzumaki-chronicles-2,4-Sep-07,52,7.5,Cavia Inc.,Namco Bandai Games,"Action, General",T,PlayStation 2,0.58,0.28,0.22,N/A,0.07
The Ant Bully,/game/playstation-2/the-ant-bully,24-Jul-06,52,4.2,Artificial Mind and Movement,Midway,"Action, Platformer, 3D",E10+,PlayStation 2,0.12,0.09,0.02,N/A,0.00
Boogie,/game/playstation-2/boogie,12-Nov-07,52,tbd,"Pipeworks Software, Inc.",Electronic Arts,"Miscellaneous, Rhythm, Music",E10+,PlayStation 2,0.49,0.43,0.03,N/A,0.04
Winter Sports: The Ultimate Challenge,/game/wii/winter-sports-the-ultimate-challenge,11-Dec-07,52,6.8,49Games,Conspiracy Entertainment,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",E,Wii,1.25,0.45,0.68,N/A,0.12
X-Men: The Official Game,/game/playstation-2/x-men-the-official-game,16-May-06,52,7.2,"Z-Axis, Ltd.",Activision,"Action, Beat-'Em-Up",T,PlayStation 2,0.41,0.20,0.16,N/A,0.05
Ford Bold Moves Street Racing,/game/psp/ford-bold-moves-street-racing,17-Oct-06,52,7.3,Razorworks,Eidos Interactive,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E,PSP,0.04,0.04,0.00,N/A,0.00
Time Ace,/game/ds/time-ace,12-Jun-07,52,tbd,Trainwreck Studios,Konami,"Simulation, Flight, Sci-Fi, Futuristic Jet, Futuristic Jet, Combat",E10+,DS,0.01,0.01,N/A,N/A,0.00
Tetris Evolution,/game/xbox-360/tetris-evolution,19-Mar-07,52,tbd,Mass Media,THQ,"Miscellaneous, Puzzle, Puzzle, Stacking, Stacking",E,Xbox 360,0.11,0.08,0.02,N/A,0.01
Defenders of Ardania,/game/xbox-360/defenders-of-ardania,14-Mar-12,52,7.7,Most Wanted Entertainment,Paradox Interactive,"Strategy, Real-Time, General, General, Defense",T,Xbox 360,0.01,N/A,0.01,N/A,0.00
Bionicle Heroes,/game/wii/bionicle-heroes,24-Apr-07,52,5.8,Traveller's Tales,Eidos Interactive,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, First-Person, Third-Person, Arcade",E10+,Wii,0.11,0.08,0.02,N/A,0.00
Cross Edge,/game/playstation-3/cross-edge,26-May-09,52,6.4,Compile Heart,NIS America,"Role-Playing, General, General, Japanese-Style",T,PlayStation 3,0.23,0.14,0.02,0.05,0.02
The Sims 3,/game/3ds/the-sims-3,22-Mar-11,52,3,EA Games,EA Games,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",T,3DS,7.96,1.01,6.46,N/A,0.50
Mighty No. 9,/game/pc/mighty-no-9,21-Jun-16,52,3.6,Inti Creates,Deep Silver,"Platformer, 2D, Action, Platformer, 2D",E10+,PC,0.11,0.09,N/A,N/A,0.02
Game of Thrones,/game/xbox-360/game-of-thrones,15-May-12,52,5.1,"Cyanide, Cyanide Studios",Atlus,"Role-Playing, General, General, Western-Style",M,Xbox 360,0.26,0.15,0.08,N/A,0.02
Fallout 76,/game/pc/fallout-76,14-Nov-18,52,2.7,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, Western-Style",M,PC,1.32,0.52,0.49,0.10,0.20
Warriors Orochi 2,/game/playstation-2/warriors-orochi-2,23-Sep-08,52,8.5,Omega Force,Koei,"Action, Beat-'Em-Up",T,PlayStation 2,0.37,N/A,N/A,0.37,N/A
Carmageddon: Max Damage,/game/xbox-one/carmageddon-max-damage,5-Jul-16,52,7.2,Stainless Games,Stainless Games,"Racing, Arcade, Automobile",M,Xbox One,0.03,0.02,0.01,N/A,0.00
Brain Voyage,/game/ds/brain-voyage,5-May-08,52,tbd,Razorback Developments,Eidos Interactive,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,DS,0.09,0.06,0.02,N/A,0.01
Azurik: Rise of Perathia,/game/xbox/azurik-rise-of-perathia,25-Nov-01,52,7.9,Adrenium,Microsoft Game Studios,"Action Adventure, Fantasy",T,Xbox,0.24,0.18,0.05,N/A,0.01
X-Men: The Official Game,/game/pc/x-men-the-official-game,16-May-06,52,6.5,Beenox,Activision,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D",T,PC,0.41,0.20,0.16,N/A,0.05
X-Men: The Official Game,/game/xbox-360/x-men-the-official-game,16-May-06,52,6,"Z-Axis, Ltd.",Activision,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D",T,Xbox 360,0.41,0.20,0.16,N/A,0.05
World Series of Poker,/game/xbox/world-series-of-poker,31-Aug-05,52,tbd,Activision Value,Activision Value,"Miscellaneous, Parlor, Gambling",E10+,Xbox,0.47,0.39,0.01,N/A,0.06
Enemy Front,/game/pc/enemy-front,10-Jun-14,52,5.6,CI Games,CI Games,"Shooter, Historic, Action, Shooter, First-Person, Tactical, Historic",M,PC,0.06,0.01,0.04,N/A,0.01
Rabbids Land,/game/wii-u/rabbids-land,18-Nov-12,52,5.3,Ubisoft Paris,Ubisoft,"Miscellaneous, Party, Party, Party / Minigame",E10+,Wii U,0.03,0.01,0.01,N/A,0.00
Lara Croft Tomb Raider: The Angel of Darkness,/game/playstation-2/lara-croft-tomb-raider-the-angel-of-darkness,20-Jun-03,52,6.5,Core Design Ltd.,Eidos Interactive,"Action Adventure, Modern",T,PlayStation 2,1.25,0.61,0.48,N/A,0.16
Star Trek: Voyager Elite Force,/game/playstation-2/star-trek-voyager-elite-force,6-Dec-01,52,6.4,Pipe Dream Interactive,Majesco Games,"Action, Shooter, First-Person, Sci-Fi",T,PlayStation 2,0.15,0.07,0.06,N/A,0.02
Brunswick Pro Bowling,/game/wii/brunswick-pro-bowling,21-Aug-07,52,5.4,Point of View,Crave,"Sports, Alternative, Individual, Bowling, Bowling",E,Wii,0.45,0.38,0.04,N/A,0.03
Bionicle Heroes,/game/playstation-2/bionicle-heroes,14-Nov-06,52,8.8,Traveller's Tales,Eidos Interactive,"Action Adventure, Sci-Fi",E10+,PlayStation 2,0.11,0.08,0.02,N/A,0.00
NBA Live 08,/game/wii/nba-live-08,1-Oct-07,52,7.1,EA Canada,EA Sports,"Sports, Traditional, Team, Basketball, Sim, Sim",E,Wii,0.72,0.59,0.02,0.01,0.10
The First Templar,/game/xbox-360/the-first-templar,17-May-11,52,6.2,"Haemimont, Haemimont Games",Kalypso,"Action Adventure, Adventure, General, Historic, General, Historic",T,Xbox 360,0.1,0.06,0.04,N/A,0.01
Syberia,/game/ds/syberia,25-Nov-08,52,tbd,"Microids, Dreamcatcher",Dreamcatcher,"Adventure, General, 3D, Third-Person, Fantasy",T,DS,0.13,0.10,0.02,N/A,0.01
NeverDead,/game/xbox-360/neverdead,31-Jan-12,52,5.7,Rebellion,Konami,"Action Adventure, Horror, Horror, Survival",M,Xbox 360,0.13,0.06,0.04,0.01,0.02
Sniper: Ghost Warrior 2,/game/xbox-360/sniper-ghost-warrior-2,12-Mar-13,52,5.8,City Interactive,City Interactive,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",M,Xbox 360,0.34,0.05,0.20,0.03,0.05
Conflict: Denied Ops,/game/xbox-360/conflict-denied-ops,12-Feb-08,52,4.7,Pivotal Games,Eidos Interactive,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,Xbox 360,0.19,0.08,0.09,N/A,0.02
Hi Hi Puffy AmiYumi: The Genie & the Amp,/game/ds/hi-hi-puffy-amiyumi-the-genie-the-amp,27-Jun-06,52,7.2,Sensory Sweep,D3Publisher,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",E10+,DS,0.01,0.01,N/A,N/A,0.00
Rampage: Total Destruction,/game/playstation-2/rampage-total-destruction,24-Apr-06,51,7.3,"Pipeworks Software, Inc.",Midway,"Action, General",E10+,PlayStation 2,0.4,0.31,0.08,N/A,0.01
The Haunted: Hell's Reach,/game/pc/the-haunted-hells-reach,24-Oct-11,51,7.6,ValuSoft,THQ,"Action Adventure, Adventure, General, General, Survival",M,PC,0.02,0.02,N/A,N/A,0.00
The Hustle: Detroit Streets,/game/psp/the-hustle-detroit-streets,25-Oct-05,51,5.3,Blade Interactive,Activision Value,"Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",T,PSP,0.07,0.07,0.00,N/A,0.01
Alien Syndrome,/game/psp/alien-syndrome,24-Jul-07,51,6.4,Totally Games,Sega,"Role-Playing, Action RPG, Action RPG",T,PSP,0.08,0.07,0.00,N/A,0.01
Pirates of the Caribbean: The Legend of Jack Sparrow,/game/playstation-2/pirates-of-the-caribbean-the-legend-of-jack-sparrow,28-Jun-06,51,7.4,7 Studios,Bethesda Softworks,"Action Adventure, Historic",T,PlayStation 2,0.25,0.12,0.09,N/A,0.03
Eat Lead: The Return of Matt Hazard,/game/playstation-3/eat-lead-the-return-of-matt-hazard,26-Feb-09,51,6,Vicious Cycle,D3Publisher,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",T,PlayStation 3,0.13,0.09,0.02,0.00,0.01
Dragon Ball Z: Sagas,/game/xbox/dragon-ball-z-sagas,22-Mar-05,51,6.8,Avalanche Software,Atari,"Action, Beat-'Em-Up",T,Xbox,0.46,0.38,0.01,N/A,0.06
Malice,/game/playstation-2/malice,2-Jun-04,51,6.3,Argonaut Games,Mud Duck Productions,"Action, Platformer, 3D",T,PlayStation 2,0.02,0.01,0.01,N/A,0.00
007 Racing,/game/playstation/007-racing,20-Nov-00,51,4.8,Eutechnyx,Electronic Arts,"Driving, Mission-based",T,PlayStation,0.53,0.30,0.20,N/A,0.03
Sydney 2000,/game/pc/sydney-2000,25-Aug-00,51,4.9,Attention To Detail,Eidos Interactive,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",E,PC,0.27,0.15,0.10,N/A,0.02
Spy Hunter,/game/playstation-vita/spy-hunter,9-Oct-12,51,6.7,TT Fusion,Warner Bros. Interactive Entertainment,"Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",E10+,PlayStation Vita,1.67,1.13,0.32,N/A,0.22
Pac-Man World Rally,/game/psp/pac-man-world-rally,22-Aug-06,51,7.5,Smart Bomb Interactive,Namco Bandai Games America,"Driving, Racing, Arcade, Kart, Other, Kart",E,PSP,0.08,0.06,0.02,N/A,0.00
Looney Tunes: Back in Action,/game/playstation-2/looney-tunes-back-in-action,19-Nov-03,51,7.7,Warthog,Electronic Arts,"Action, Platformer, 3D",E,PlayStation 2,0.5,0.25,0.19,N/A,0.06
Stolen,/game/playstation-2/stolen,21-Apr-05,51,7,Blue 52,Hip Games,"Action Adventure, Modern",T,PlayStation 2,0.04,0.02,0.01,N/A,0.00
Family Guy,/game/psp/family-guy,17-Oct-06,51,6.6,High Voltage Software,2K Games,"Adventure, General, General, 3D, Third-Person",M,PSP,0.19,0.18,0.00,N/A,0.02
Indianapolis 500 Legends,/game/ds/indianapolis-500-legends,19-Dec-07,51,tbd,Torus Games,Destineer,"Driving, Racing, Simulation, Formula One, Formula One, Automobile",E,DS,0.13,0.12,N/A,N/A,0.01
Dino Crisis 3,/game/xbox/dino-crisis-3,16-Sep-03,51,3.6,Capcom,Capcom,"Action Adventure, Horror",M,Xbox,0.14,0.08,0.03,0.03,0.00
Dragon Blade: Wrath of Fire,/game/wii/dragon-blade-wrath-of-fire,25-Sep-07,51,7.2,D3Publisher,D3Publisher,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",T,Wii,0.18,0.17,0.00,N/A,0.01
Big Mutha Truckers 2,/game/playstation-2/big-mutha-truckers-2,23-Aug-05,51,2.5,Eutechnyx,THQ,"Driving, Mission-based",M,PlayStation 2,0.2,0.10,0.07,N/A,0.03
Hail to the Chimp,/game/playstation-3/hail-to-the-chimp,30-Jun-08,51,4.2,Wideload Games Inc.,Gamecock Media Group,"Miscellaneous, Party, Party, Party / Minigame",T,PlayStation 3,0.06,0.05,N/A,N/A,0.00
Monster 4X4: World Circuit,/game/wii/monster-4x4-world-circuit,19-Nov-06,51,7.8,Ubisoft,Ubisoft,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",E,Wii,0,0.00,0.00,N/A,0.00
Backyard Wrestling: Don't Try This at Home,/game/playstation-2/backyard-wrestling-dont-try-this-at-home,7-Oct-03,51,7.5,Paradox Development,Eidos Interactive,"Action, Fighting, Wrestling",M,PlayStation 2,0.6,0.30,0.23,N/A,0.08
Top Spin 2,/game/ds/top-spin-2,29-Mar-06,51,tbd,Indie Built,2K Sports,"Sports, Traditional, Individual, Tennis, Tennis",E,DS,0.17,0.15,0.00,N/A,0.01
Where the Wild Things Are,/game/xbox-360/where-the-wild-things-are,13-Oct-09,51,5.4,Griptonite Games,Warner Bros. Interactive Entertainment,"Action, Platformer, Platformer, 3D, 3D",E10+,Xbox 360,0.15,0.14,0.00,N/A,0.01
Stormrise,/game/playstation-3/stormrise,24-Mar-09,51,5.1,Creative Assembly,Sega,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",M,PlayStation 3,0.17,0.13,0.02,N/A,0.02
How to Train Your Dragon,/game/playstation-3/how-to-train-your-dragon,23-Mar-10,51,7,Etranges Libellules,Activision,"Action, General, General",E10+,PlayStation 3,0.53,0.31,0.17,N/A,0.05
PDC World Championship Darts 2008,/game/wii/pdc-world-championship-darts-2008,16-Jun-09,51,5.4,Oxygen Interactive,O-Games,"Sports, Alternative, Individual, Other, Other",E10+,Wii,0.24,0.02,0.21,N/A,0.01
Cubic Ninja,/game/3ds/cubic-ninja,14-Jun-11,51,5.9,AQ Interactive,Ubisoft,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action",E,3DS,0.1,0.05,0.04,N/A,0.01
Sacred 3,/game/xbox-360/sacred-3,5-Aug-14,51,4.2,"Deep Silver, Keen Games",Deep Silver,"Role-Playing, Action RPG, Action RPG",M,Xbox 360,0.11,0.03,0.04,0.03,0.01
Marvel Super Hero Squad,/game/psp/marvel-super-hero-squad,20-Oct-09,51,tbd,THQ,THQ,"Action, Adventure, General, General, Beat-'Em-Up, 3D",E10+,PSP,0.41,0.36,0.02,N/A,0.03
Darkest of Days,/game/pc/darkest-of-days,7-Sep-09,51,6,8Monkey Labs,"Phantom EFX, Inc.","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,0.1,0.09,N/A,N/A,0.01
G.I. Joe: The Rise of Cobra,/game/wii/gi-joe-the-rise-of-cobra,4-Aug-09,51,tbd,Double Helix Games,Electronic Arts,"Action, General, General, Shooter, Third-Person, Arcade",T,Wii,0.24,0.17,0.05,N/A,0.02
The Hardy Boys: The Hidden Theft,/game/pc/the-hardy-boys-the-hidden-theft,30-Sep-08,51,3.9,"Xpec, XPEC Entertainment Inc.",JoWooD Entertainment AG,"Adventure, 3D, Point-and-Click, Modern, Third-Person, Modern",E10+,PC,0.11,0.07,0.03,N/A,0.01
The Ant Bully,/game/gamecube/the-ant-bully,24-Jul-06,51,4.8,Artificial Mind and Movement,Midway,"Action, Platformer, 3D",E10+,GameCube,0.12,0.09,0.02,N/A,0.00
Legion: The Legend of Excalibur,/game/playstation-2/legion-the-legend-of-excalibur,18-Jun-02,51,6.5,7 Studios,Midway,"Action Adventure, Historic",M,PlayStation 2,0.22,0.11,0.09,N/A,0.03
Evil Dead: Hail to the King,/game/playstation/evil-dead-hail-to-the-king,4-Dec-00,51,6.1,Heavy Iron Studios,THQ,"Action Adventure, Horror",M,PlayStation,0.27,0.15,0.10,N/A,0.02
Superman Returns,/game/xbox-360/superman-returns,20-Nov-06,51,6,EA Tiburon,EA Games,"Action, Action Adventure, Beat-'Em-Up, Beat-'Em-Up, Open-World, 2D",T,Xbox 360,0.26,0.23,0.01,N/A,0.02
Code Lyoko: Fall of X.A.N.A.,/game/ds/code-lyoko-fall-of-xana,20-Jun-08,51,6.3,The Game Factory,The Game Factory,"Adventure, General, General",E,DS,0.08,0.07,N/A,N/A,0.01
