title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale,platform
Rocksmith 2014    ,PC,0.70,0.39,0.24,N/A,0.06,PC
Driver: San Francisco    ,X360,0.70,0.25,0.37,0.00,0.07,Xbox 360
Classic NES Series: Zelda II: The Adventure of Link    ,GBA,0.70,0.37,0.14,0.17,0.01,GBA
LEGO Rock Band    ,Wii,0.70,0.41,0.22,N/A,0.06,Wii
Fire Emblem: Monshou no Nazo    ,SNES,0.70,N/A,N/A,0.70,N/A,SNES
Disney's Chicken Little    ,GBA,0.70,0.50,0.18,N/A,0.01,GBA
King Kong    ,2600,0.69,0.65,0.04,N/A,0.01,2600
Super Mario USA    ,NES,0.69,N/A,N/A,0.69,0.00,NES
MotionSports    ,X360,0.69,0.38,0.25,N/A,0.07,Xbox 360
Metal Gear Solid: Portable Ops Plus    ,PSP,0.69,0.26,0.01,0.26,0.17,PSP
Ratchet & Clank: Into the Nexus    ,PS3,0.69,0.30,0.28,N/A,0.12,PlayStation 3
FIFA 13    ,Wii,0.69,0.18,0.46,N/A,0.06,Wii
Moto Racer 2    ,PS,0.69,0.39,0.26,N/A,0.05,PlayStation
World of Zoo    ,DS,0.69,0.43,0.20,N/A,0.07,DS
Halo 2 Multiplayer Map Pack    ,XB,0.69,0.54,0.13,N/A,0.02,Xbox
Mortal Kombat: Shaolin Monks    ,PS2,0.69,0.58,0.02,N/A,0.09,PlayStation 2
MX vs. ATV Unleashed: On the Edge    ,PSP,0.69,0.64,0.00,N/A,0.05,PSP
Total War: Rome II    ,PC,0.69,0.12,0.52,N/A,0.05,PC
The Evil Within    ,XOne,0.69,0.36,0.27,0.00,0.06,Xbox One
The Sly Collection    ,PS3,0.69,0.52,0.08,0.01,0.08,PlayStation 3
Mario Pinball Land    ,GBA,0.69,0.50,0.18,N/A,0.01,GBA
Terraria    ,X360,0.69,0.35,0.29,N/A,0.06,Xbox 360
Prince of Persia: The Forgotten Sands    ,PS3,0.69,0.19,0.36,0.01,0.12,PlayStation 3
Mappy    ,NES,0.69,N/A,N/A,0.69,N/A,NES
J-League Soccer: Prime Goal    ,SNES,0.69,N/A,N/A,0.69,0.00,SNES
The Sims 2: Apartment Pets    ,DS,0.69,0.31,0.30,N/A,0.07,DS
Fortnite    ,NS,0.69,0.38,0.24,0.01,0.06,Switch
Dragon Ball Z: Budokai    ,GC,0.69,0.53,0.14,N/A,0.02,GameCube
NFL Xtreme    ,PS,0.69,0.38,0.26,N/A,0.05,PlayStation
Top Spin 4    ,PS3,0.69,0.17,0.40,N/A,0.12,PlayStation 3
Dark Souls II: Scholar of the First Sin    ,PS4,0.69,0.27,0.23,0.09,0.10,PlayStation 4
Kirby's Dream Collection: Special Edition    ,Wii,0.69,0.33,N/A,0.33,0.03,Wii
X-Men Origins: Wolverine - Uncaged Edition    ,X360,0.69,0.42,0.21,N/A,0.06,Xbox 360
Harry Potter and the Chamber of Secrets    ,GC,0.69,0.53,0.14,N/A,0.02,GameCube
IL-2 Sturmovik: Birds of Prey    ,PS3,0.69,0.34,0.25,N/A,0.10,PlayStation 3
The Lord of the Rings: The Return of the King    ,GC,0.69,0.53,0.14,N/A,0.02,GameCube
Shrek the Third    ,X360,0.69,0.54,0.09,N/A,0.06,Xbox 360
Mario Party: The Top 100    ,3DS,0.69,0.23,0.17,0.24,0.04,3DS
Yakuza 6: The Song of Life    ,PS4,0.69,0.16,0.10,0.38,0.05,PlayStation 4
Rayman Legends    ,NS,0.69,0.23,0.40,N/A,0.05,Switch
LEGO Worlds    ,XOne,0.69,0.28,0.35,N/A,0.05,Xbox One
Baldur's Gate: Dark Alliance II    ,PS2,0.68,0.34,0.26,N/A,0.09,PlayStation 2
Shark Tale    ,GBA,0.68,0.49,0.18,N/A,0.01,GBA
F1 2015    ,PS4,0.68,0.10,0.45,0.04,0.10,PlayStation 4
MX vs. ATV Untamed    ,X360,0.68,0.55,0.08,N/A,0.06,Xbox 360
Test Drive Unlimited 2    ,X360,0.68,0.30,0.32,0.00,0.06,Xbox 360
Hot Shots Golf: Open Tee 2    ,PSP,0.68,0.21,0.11,0.28,0.08,PSP
Star Wars: Masters of Teras Kasi    ,PS,0.68,0.38,0.26,N/A,0.04,PlayStation
NBA Street Vol. 2    ,XB,0.68,0.62,0.04,N/A,0.02,Xbox
Rayman Legends    ,WiiU,0.68,0.25,0.35,0.03,0.05,Wii U
The Last Remnant    ,X360,0.68,0.25,0.20,0.18,0.06,Xbox 360
Borderlands: The Handsome Collection    ,XOne,0.68,0.49,0.13,N/A,0.07,Xbox One
NCAA Football 2005    ,XB,0.68,0.63,0.02,N/A,0.03,Xbox
Mortal Kombat Mythologies: Sub-Zero    ,PS,0.68,0.38,0.26,N/A,0.04,PlayStation
Naruto: Clash of Ninja    ,GC,0.68,0.53,0.14,N/A,0.02,GameCube
Rune Factory 4    ,3DS,0.68,0.40,0.01,0.22,0.05,3DS
Prince of Persia: The Two Thrones    ,PS2,0.68,0.57,0.02,N/A,0.09,PlayStation 2
Iron Man    ,PS3,0.68,0.32,0.25,N/A,0.11,PlayStation 3
Frozen: Olaf's Quest    ,3DS,0.68,0.32,0.31,N/A,0.06,3DS
Mercenaries: Playground of Destruction    ,XB,0.68,0.54,0.11,N/A,0.03,Xbox
Lalaloopsy    ,DS,0.68,0.51,0.10,N/A,0.07,DS
Bushido Blade 2    ,PS,0.68,0.25,0.17,0.22,0.04,PlayStation
Suikoden II    ,PS,0.68,0.15,0.10,0.38,0.04,PlayStation
Borderlands 2    ,PSV,0.68,0.33,0.18,0.01,0.16,PlayStation Vita
LEGO Harry Potter: Years 5-7    ,DS,0.68,0.35,0.26,N/A,0.07,DS
FIFA Soccer 06     ,XB,0.68,0.29,0.38,N/A,0.01,Xbox
Fight Night 2004    ,XB,0.68,0.51,0.15,N/A,0.02,Xbox
Tourist Trophy: The Real Riding Simulator    ,PS2,0.68,0.28,0.22,0.11,0.07,PlayStation 2
METRO Redux    ,PS4,0.68,0.22,0.31,0.05,0.10,PlayStation 4
.hack//Mutation Part 2    ,PS2,0.68,0.23,0.18,0.20,0.06,PlayStation 2
Cars: Mater-National Championship    ,DS,0.68,0.63,0.00,N/A,0.05,DS
The Last Story    ,Wii,0.68,0.31,0.13,0.18,0.05,Wii
Disney Tangled    ,Wii,0.68,0.46,0.17,N/A,0.05,Wii
NHL 13    ,X360,0.68,0.51,0.11,N/A,0.06,Xbox 360
Midway Arcade Treasures 2    ,PS2,0.68,0.33,0.26,N/A,0.09,PlayStation 2
Need for Speed: Shift 2 Unleashed    ,PS3,0.67,0.20,0.36,N/A,0.12,PlayStation 3
Return to Castle Wolfenstein: Tides of War    ,XB,0.67,0.49,0.16,N/A,0.02,Xbox
Spider-Man 3     ,PS3,0.67,0.26,0.29,0.02,0.11,PlayStation 3
Lollipop Chainsaw    ,PS3,0.67,0.27,0.21,0.11,0.08,PlayStation 3
Call of Duty: Ghosts    ,PC,0.67,0.26,0.36,N/A,0.05,PC
Street Sk8er    ,PS,0.67,0.37,0.25,N/A,0.04,PlayStation
Rocksmith 2014    ,PS4,0.67,0.38,0.17,N/A,0.12,PlayStation 4
Contra: Legacy of War    ,PS,0.67,0.37,0.25,N/A,0.04,PlayStation
Fight Night Round 2004    ,XB,0.67,0.46,0.18,N/A,0.03,Xbox
Disney Infinity    ,WiiU,0.67,0.37,0.24,N/A,0.06,Wii U
Diablo III: Eternal Collection    ,NS,0.67,0.38,0.22,0.01,0.06,Switch
Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS    ,DS,0.67,N/A,N/A,0.67,N/A,DS
Spice World    ,PS,0.67,0.37,0.25,N/A,0.04,PlayStation
Armored Core 3    ,PS2,0.67,0.22,0.17,0.23,0.06,PlayStation 2
Star Wars: Republic Commando    ,XB,0.67,0.48,0.17,N/A,0.02,Xbox
Turok    ,PS3,0.67,0.35,0.21,0.01,0.10,PlayStation 3
Taiko no Tatsujin Wii    ,Wii,0.67,N/A,N/A,0.67,N/A,Wii
Red Steel    ,Wii,0.67,0.54,0.03,0.04,0.05,Wii
The Sims 3    ,DS,0.67,0.38,0.23,N/A,0.06,DS
Country Dance    ,Wii,0.67,0.58,0.04,N/A,0.05,Wii
Wild ARMs 2    ,PS,0.67,0.19,0.13,0.31,0.04,PlayStation
Unreal Tournament III    ,PS3,0.67,0.33,0.24,N/A,0.10,PlayStation 3
Summer Sports: Paradise Island (Others sales)    ,Wii,0.67,N/A,0.66,N/A,0.01,Wii
Tom Clancy's EndWar    ,PS3,0.67,0.33,0.22,0.01,0.11,PlayStation 3
LEGO Marvel Super Heroes 2    ,NS,0.67,0.31,0.29,0.01,0.06,Switch
Virtua Tennis: World Tour (US & Others sales)    ,PSP,0.67,0.16,0.36,N/A,0.14,PSP
Fossil Fighters: Champions    ,DS,0.67,0.31,N/A,0.34,0.02,DS
Mass Effect    ,PC,0.67,N/A,0.59,N/A,0.07,PC
Bakugan: Battle Brawlers    ,Wii,0.67,0.59,0.03,N/A,0.05,Wii
100 Classic Books    ,DS,0.67,0.12,0.52,N/A,0.02,DS
The Fairly Odd Parents: Breakin Da Rules    ,PS2,0.67,0.33,0.25,N/A,0.09,PlayStation 2
Madden NFL 10    ,PSP,0.67,0.50,0.08,N/A,0.09,PSP
Napoleon: Total War    ,PC,0.67,0.02,0.54,N/A,0.11,PC
Adventures of Tron    ,2600,0.67,0.63,0.03,N/A,0.01,2600
Blazing Angels: Squadrons of WWII    ,PS3,0.67,0.35,0.22,N/A,0.10,PlayStation 3
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe    ",GBA,0.67,0.48,0.18,N/A,0.01,GBA
Evolve    ,XOne,0.67,0.40,0.20,N/A,0.06,Xbox One
Final Fantasy Crystal Chronicles: Ring of Fates    ,DS,0.66,0.22,0.01,0.42,0.02,DS
Plants vs Zombies: Garden Warfare    ,PS3,0.66,0.22,0.32,0.01,0.11,PlayStation 3
Command & Conquer: Red Alert 3    ,PC,0.66,0.01,0.64,N/A,0.02,PC
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou    ,DS,0.66,N/A,N/A,0.66,N/A,DS
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou    ,DS,0.66,N/A,N/A,0.66,N/A,DS
WWE SmackDown vs. RAW 2007    ,PSP,0.66,0.33,0.20,N/A,0.14,PSP
Pro Pinball: Big Race USA    ,PS,0.66,0.37,0.25,N/A,0.04,PlayStation
NFL Street    ,XB,0.66,0.49,0.15,N/A,0.02,Xbox
The Darkness    ,PS3,0.66,0.20,0.34,N/A,0.12,PlayStation 3
NHL 13    ,PS3,0.66,0.33,0.23,N/A,0.10,PlayStation 3
Tony Hawk's Proving Ground    ,PS2,0.66,0.55,0.02,N/A,0.09,PlayStation 2
The Sims 3: High-End Loft Stuff    ,PC,0.66,0.01,0.54,N/A,0.11,PC
Hidden Objects: Mystery Stories    ,DS,0.66,0.18,0.43,N/A,0.05,DS
Book of Spells    ,PS3,0.66,0.16,0.40,N/A,0.11,PlayStation 3
MLB 2004    ,PS2,0.66,0.32,0.25,N/A,0.08,PlayStation 2
2014 FIFA World Cup Brazil    ,PS3,0.66,0.15,0.40,0.01,0.10,PlayStation 3
WWE 2K18    ,XOne,0.66,0.35,0.25,N/A,0.06,Xbox One
London 2012: The Official Video Game of the Olympic Games    ,PS3,0.66,0.06,0.49,N/A,0.12,PlayStation 3
Naruto Shippuden: Ultimate Ninja 4    ,PS2,0.66,0.26,0.01,0.13,0.26,PlayStation 2
Taiko no Tatsujin Wii: Super Deluxe Edition    ,Wii,0.66,N/A,N/A,0.66,N/A,Wii
Castlevania: Lords of Shadow    ,X360,0.66,0.42,0.17,0.01,0.05,Xbox 360
FIFA 15    ,PSV,0.66,0.09,0.38,0.06,0.13,PlayStation Vita
Tiger Woods PGA Tour 2000    ,PS,0.66,0.37,0.25,N/A,0.04,PlayStation
Darkstone    ,PS,0.66,0.37,0.25,N/A,0.04,PlayStation
Football Manager 2014    ,PC,0.66,N/A,0.62,N/A,0.04,PC
NCAA March Madness 2003    ,PS2,0.66,0.32,0.25,N/A,0.08,PlayStation 2
TV Show King Party    ,Wii,0.66,0.18,0.40,N/A,0.08,Wii
Finding Nemo    ,XB,0.66,0.48,0.16,N/A,0.02,Xbox
Thrillville    ,PS2,0.66,0.55,0.02,N/A,0.09,PlayStation 2
The LEGO Movie Videogame    ,WiiU,0.66,0.33,0.24,0.03,0.05,Wii U
BioShock Infinite    ,PC,0.66,0.30,0.31,N/A,0.05,PC
Jikkyou World Soccer 2000 Final Edition    ,PS2,0.66,N/A,N/A,0.66,N/A,PlayStation 2
Ratatouille    ,PSP,0.66,0.22,0.28,N/A,0.16,PSP
Madagascar    ,GC,0.66,0.52,0.13,N/A,0.02,GameCube
NHL 10    ,X360,0.66,0.51,0.10,N/A,0.06,Xbox 360
Dragon Quest Monsters: Caravan Heart    ,GBA,0.66,N/A,N/A,0.64,0.02,GBA
Strawberry Shortcake: Summertime Adventure    ,GBA,0.66,0.47,0.18,N/A,0.01,GBA
Street Fighter Anniversary Collection     ,PS2,0.66,0.32,0.25,N/A,0.08,PlayStation 2
Peppa Pig: Fun and Games    ,DS,0.66,N/A,0.57,N/A,0.09,DS
Legend of Legaia    ,PS,0.66,0.37,0.25,N/A,0.04,PlayStation
One Piece: Pirate Warriors 2    ,PS3,0.66,N/A,0.21,0.42,0.03,PlayStation 3
NHL 16    ,PS4,0.66,0.38,0.16,N/A,0.12,PlayStation 4
Freedom Wars    ,PSV,0.66,0.15,0.10,0.32,0.08,PlayStation Vita
The Sims: Bustin' Out    ,GC,0.66,0.43,0.20,N/A,0.03,GameCube
Keystone Kapers    ,2600,0.66,0.62,0.04,N/A,0.01,2600
Fist of the North Star: Ken's Rage    ,PS3,0.66,0.06,0.03,0.55,0.01,PlayStation 3
Club Penguin: Elite Penguin Force - Herbert's Revenge    ,DS,0.66,0.39,0.21,N/A,0.06,DS
Plants vs Zombies: Garden Warfare    ,PS4,0.66,0.24,0.30,0.01,0.11,PlayStation 4
Shrek: Hassle at the Castle    ,GBA,0.66,0.47,0.17,N/A,0.01,GBA
Toy Story 3: The Video Game    ,PSP,0.66,0.27,0.24,N/A,0.14,PSP
Suikoden IV    ,PS2,0.66,0.17,0.13,0.30,0.05,PlayStation 2
Gods Eater Burst    ,PSP,0.66,0.03,0.00,0.62,0.00,PSP
Disney's Kim Possible 2: Drakken's Demise    ,GBA,0.66,0.47,0.17,N/A,0.01,GBA
Um Jammer Lammy    ,PS,0.66,0.12,0.08,0.41,0.04,PlayStation
Brothers In Arms: Road to Hill 30    ,XB,0.66,0.49,0.14,N/A,0.02,Xbox
Taiko no Tatsujin DS: Touch de Dokodon!    ,DS,0.66,N/A,N/A,0.66,N/A,DS
Tomb Raider: Definitive Edition    ,XOne,0.66,0.38,0.22,N/A,0.06,Xbox One
Animaniacs Ten Pin Alley    ,PS,0.66,0.36,0.25,N/A,0.04,PlayStation
Shaun White Snowboarding    ,PS3,0.66,0.31,0.24,0.01,0.10,PlayStation 3
Spyro Reignited Trilogy    ,XOne,0.65,0.36,0.24,N/A,0.06,Xbox One
Wario: Master of Disguise    ,DS,0.65,0.28,0.02,0.33,0.03,DS
The Biggest Loser: Challenge    ,Wii,0.65,0.48,0.12,N/A,0.05,Wii
Kung Fu Panda    ,PS2,0.65,0.24,0.00,N/A,0.41,PlayStation 2
Dead or Alive 5    ,PS3,0.65,0.23,0.15,0.21,0.07,PlayStation 3
Angry Birds Trilogy    ,3DS,0.65,0.38,0.22,N/A,0.06,3DS
Radiata Stories    ,PS2,0.65,0.18,0.14,0.29,0.05,PlayStation 2
Tearaway    ,PSV,0.65,0.10,0.41,N/A,0.15,PlayStation Vita
MX vs. ATV Untamed    ,PSP,0.65,0.35,0.18,N/A,0.13,PSP
The LEGO Movie Videogame    ,XOne,0.65,0.42,0.17,N/A,0.06,Xbox One
Transformers: The Game    ,PSP,0.65,0.23,0.27,N/A,0.16,PSP
F-Zero GX    ,GC,0.65,0.41,0.11,0.12,0.02,GameCube
Disney's Chicken Little    ,PS2,0.65,0.32,0.25,N/A,0.08,PlayStation 2
Tiger Woods PGA Tour 09    ,PS3,0.65,0.34,0.22,N/A,0.10,PlayStation 3
Scene It? Box Office Smash    ,X360,0.65,0.33,0.25,N/A,0.07,Xbox 360
Yoshi Topsy-Turvy    ,GBA,0.65,0.25,0.09,0.30,0.01,GBA
Borderlands: The Pre-Sequel    ,PS3,0.65,0.28,0.22,0.05,0.10,PlayStation 3
Monster Jam: Maximum Destruction    ,PS2,0.65,0.32,0.25,N/A,0.08,PlayStation 2
Crafting Mama    ,DS,0.65,0.39,0.20,0.01,0.05,DS
Crash Bandicoot N. Sane Trilogy    ,XOne,0.65,0.23,0.37,N/A,0.05,Xbox One
Cartoon Network Block Party / Cartoon Network Speedway Double Pack    ,GBA,0.65,0.47,0.17,N/A,0.01,GBA
World of Dragon Warrior - Torneko: The Last Hope    ,PS,0.65,0.02,0.01,0.58,0.04,PlayStation
Wall-E    ,PSP,0.65,0.29,0.22,N/A,0.14,PSP
Tiger Woods PGA Tour 09    ,X360,0.65,0.35,0.23,N/A,0.07,Xbox 360
Advance Wars 2: Black Hole Rising    ,GBA,0.65,0.47,0.17,N/A,0.01,GBA
Centipede    ,PS,0.65,0.36,0.25,N/A,0.04,PlayStation
Drakengard    ,PS2,0.65,0.19,0.15,0.26,0.05,PlayStation 2
SingStar Pop Hits    ,PS2,0.65,N/A,0.50,N/A,0.15,PlayStation 2
007: Quantum of Solace    ,Wii,0.65,0.29,0.28,0.01,0.07,Wii
Kung-Fu Master    ,2600,0.65,0.60,0.04,N/A,0.01,2600
Champions: Return to Arms    ,PS2,0.65,0.32,0.25,N/A,0.08,PlayStation 2
Need for Speed: Undercover    ,Wii,0.65,0.27,0.31,0.00,0.07,Wii
Dragon Quest Monsters Joker 3    ,3DS,0.65,N/A,N/A,0.65,N/A,3DS
Harry Potter and the Goblet of Fire    ,PS2,0.65,0.54,0.02,N/A,0.09,PlayStation 2
Tales of Berseria    ,PS4,0.65,0.22,0.10,0.26,0.07,PlayStation 4
SingStar R&B      ,PS2,0.65,N/A,0.05,N/A,0.60,PlayStation 2
Mary-Kate and Ashley: Magical Mystery Mall    ,PS,0.65,0.36,0.24,N/A,0.04,PlayStation
Yakuza Zero    ,PS4,0.65,0.22,0.16,0.19,0.08,PlayStation 4
LEGO Dimensions    ,WiiU,0.65,0.37,0.22,N/A,0.06,Wii U
Tiger Woods PGA Tour 10    ,X360,0.65,0.39,0.20,N/A,0.06,Xbox 360
LEGO City Undercover    ,NS,0.65,0.23,0.33,0.03,0.05,Switch
Star Ocean: First Departure    ,PSP,0.65,0.20,0.14,0.22,0.09,PSP
Far Cry 4    ,PC,0.65,0.19,0.41,N/A,0.05,PC
Super Robot Taisen Impact    ,PS2,0.65,N/A,N/A,0.65,N/A,PlayStation 2
One Piece: Burning Blood    ,PS4,0.65,0.21,0.26,0.09,0.09,PlayStation 4
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken    ,DS,0.65,N/A,N/A,0.65,N/A,DS
Drawn to Life: The Next Chapter    ,DS,0.65,0.44,0.14,N/A,0.06,DS
Harry Potter and the Half-Blood Prince    ,PS2,0.64,0.13,0.07,N/A,0.44,PlayStation 2
Crash Bandicoot Purple: Ripto's Rampage    ,GBA,0.64,0.46,0.17,N/A,0.01,GBA
Spyro: A Hero's Tail    ,PS2,0.64,0.32,0.25,N/A,0.08,PlayStation 2
Crash: Twinsanity    ,PS2,0.64,0.32,0.25,N/A,0.08,PlayStation 2
Shin Megami Tensei: Persona 3 Portable    ,PSP,0.64,0.18,0.07,0.34,0.05,PSP
Batman: Return to Arkham    ,PS4,0.64,0.15,0.39,0.01,0.10,PlayStation 4
Rayman 3D    ,3DS,0.64,0.23,0.36,N/A,0.06,3DS
Max Payne 2: The Fall of Max Payne    ,XB,0.64,0.47,0.15,N/A,0.02,Xbox
Sengoku Basara: Samurai Heroes    ,PS3,0.64,0.17,0.04,0.40,0.02,PlayStation 3
GoldenEye: Rogue Agent    ,PS2,0.64,0.54,0.02,N/A,0.09,PlayStation 2
WWE 2K15    ,X360,0.64,0.38,0.21,N/A,0.06,Xbox 360
New Play Control! Pikmin    ,Wii,0.64,0.28,0.13,0.19,0.04,Wii
Paws & Claws: Pet Vet    ,DS,0.64,0.59,N/A,N/A,0.05,DS
Dragon Ball: Raging Blast 2    ,X360,0.64,0.49,0.09,0.01,0.05,Xbox 360
Real Heroes: Firefighter    ,Wii,0.64,0.56,0.04,N/A,0.05,Wii
James Bond 007: Everything or Nothing    ,XB,0.64,0.43,0.19,N/A,0.02,Xbox
Up    ,DS,0.64,0.30,0.27,N/A,0.07,DS
X2: Wolverine's Revenge    ,PS2,0.64,0.31,0.24,N/A,0.08,PlayStation 2
NBA Live 06    ,XB,0.64,0.57,0.04,N/A,0.03,Xbox
Castlevania    ,N64,0.64,0.44,0.10,0.04,0.05,Nintendo 64
Rayman 2: The Great Escape    ,N64,0.64,0.40,0.22,N/A,0.02,Nintendo 64
Tom Clancy's Rainbow Six    ,N64,0.64,0.48,0.15,N/A,0.01,Nintendo 64
Nicktoons Collection: Game Boy Advance Video Volume 1    ,GBA,0.64,0.46,0.17,N/A,0.01,GBA
Dead Island: Riptide    ,PS3,0.64,0.26,0.21,0.07,0.10,PlayStation 3
LittleBigPlanet 3    ,PS3,0.64,0.20,0.33,0.01,0.10,PlayStation 3
The Walking Dead: Survival Instinct    ,X360,0.64,0.46,0.11,N/A,0.06,Xbox 360
Just Dance 2014    ,WiiU,0.64,0.34,0.25,N/A,0.06,Wii U
TimeSplitters 2    ,XB,0.64,0.29,0.33,N/A,0.01,Xbox
Onimusha: Dawn of Dreams    ,PS2,0.64,0.15,0.12,0.34,0.04,PlayStation 2
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb    ,3DS,0.64,N/A,N/A,0.64,N/A,3DS
Stuntman: Ignition    ,X360,0.64,0.25,0.31,N/A,0.07,Xbox 360
Rock Band 3    ,Wii,0.64,0.53,0.06,N/A,0.05,Wii
Scribblenauts: Unlimited    ,3DS,0.64,0.57,0.01,N/A,0.07,3DS
SpongeBob SquarePants: Game Boy Advance Video Volume 1    ,GBA,0.64,0.46,0.17,N/A,0.01,GBA
Konami Collector's Series: Arcade Advanced    ,GBA,0.64,0.46,0.17,N/A,0.01,GBA
Lost Planet: Extreme Condition    ,PS3,0.64,0.31,0.17,0.07,0.08,PlayStation 3
Jampack Volume 13 (RP-T)    ,PS2,0.64,0.31,0.24,N/A,0.08,PlayStation 2
Cruis'n World    ,N64,0.64,0.59,0.04,N/A,0.01,Nintendo 64
Madden NFL 2001    ,N64,0.64,0.60,0.03,N/A,0.01,Nintendo 64
Crash of the Titans    ,PSP,0.64,0.25,0.25,N/A,0.15,PSP
Aliens: Colonial Marines    ,PS3,0.64,0.20,0.33,N/A,0.10,PlayStation 3
Lemony Snicket's A Series of Unfortunate Events    ,PS2,0.64,0.31,0.24,N/A,0.08,PlayStation 2
X-Men Legends II: Rise of Apocalypse    ,PS2,0.63,0.53,0.02,N/A,0.09,PlayStation 2
White Knight Chronicles II    ,PS3,0.63,0.23,0.09,0.27,0.04,PlayStation 3
Nightmare Creatures    ,PS,0.63,0.35,0.24,N/A,0.04,PlayStation
Disney Sing It: Party Hits    ,Wii,0.63,0.48,0.10,N/A,0.05,Wii
LEGO Star Wars II: The Original Trilogy    ,X360,0.63,0.55,0.03,N/A,0.05,Xbox 360
SingStar Queen    ,PS2,0.63,0.08,0.12,N/A,0.44,PlayStation 2
NBA Live 08    ,PS3,0.63,0.56,0.02,0.01,0.05,PlayStation 3
WWE 2K16    ,XOne,0.63,0.34,0.24,N/A,0.06,Xbox One
Tony Hawk's Pro Skater 2x    ,XB,0.63,0.41,0.19,N/A,0.03,Xbox
The Sims 3: Generations    ,PC,0.63,0.40,0.23,N/A,N/A,PC
Sim Theme Park    ,PS,0.63,0.35,0.24,N/A,0.04,PlayStation
Iron Man    ,PSP,0.63,0.46,0.09,N/A,0.09,PSP
Just Dance 3    ,PS3,0.63,0.34,0.21,N/A,0.09,PlayStation 3
Wolfenstein    ,PS3,0.63,0.25,0.27,N/A,0.11,PlayStation 3
FIFA Soccer 2003     ,XB,0.63,0.20,0.40,N/A,0.04,Xbox
The Lord of the Rings: Conquest    ,X360,0.63,0.37,0.20,N/A,0.06,Xbox 360
Dragon Age II    ,PC,0.63,0.23,0.33,N/A,0.08,PC
Monster Hunter 2    ,PS2,0.63,N/A,N/A,0.63,N/A,PlayStation 2
LEGO The Incredibles    ,NS,0.63,0.35,0.21,0.01,0.06,Switch
Assassin's Creed IV: Black Flag    ,PC,0.63,0.24,0.34,N/A,0.05,PC
NASCAR 06: Total Team Control    ,PS2,0.63,0.53,0.02,N/A,0.09,PlayStation 2
Condemned 2: Bloodshot    ,X360,0.63,0.38,0.19,N/A,0.06,Xbox 360
Dogz    ,GBA,0.63,0.45,0.17,N/A,0.01,GBA
A Bug's Life    ,N64,0.63,0.49,0.13,N/A,0.01,Nintendo 64
Super Castlevania IV    ,SNES,0.63,0.32,0.05,0.25,0.01,SNES
Plants vs. Zombies: Garden Warfare 2    ,PS4,0.63,0.22,0.31,N/A,0.10,PlayStation 4
LEGO Pirates of the Caribbean: The Video Game    ,3DS,0.63,0.29,0.28,N/A,0.06,3DS
XCOM: Enemy Unknown    ,X360,0.63,0.36,0.22,N/A,0.06,Xbox 360
Mobile Suit Z Gundam: AEUG vs. Titans    ,PS2,0.63,N/A,N/A,0.63,N/A,PlayStation 2
Juiced 2: Hot Import Nights    ,X360,0.63,0.22,0.34,N/A,0.07,Xbox 360
Sega Rally Revo    ,PS3,0.63,0.07,0.43,N/A,0.14,PlayStation 3
Ape Escape 2    ,PS2,0.63,0.12,0.09,0.38,0.03,PlayStation 2
X-Man    ,2600,0.63,0.58,0.04,N/A,0.01,2600
Shin Megami Tensei: Persona 3 FES    ,PS2,0.63,0.22,0.20,0.16,0.05,PlayStation 2
FIFA Soccer 2002    ,PS2,0.63,0.31,0.24,N/A,0.08,PlayStation 2
Final Fantasy VII International    ,PS,0.63,N/A,N/A,0.59,0.04,PlayStation
Cooking Mama 4: Kitchen Magic!    ,3DS,0.63,0.50,0.07,N/A,0.06,3DS
Okami    ,PS2,0.63,0.11,0.03,0.15,0.34,PlayStation 2
NHL 2001    ,PS,0.63,0.35,0.24,N/A,0.04,PlayStation
Transformers: Revenge of the Fallen    ,X360,0.63,0.34,0.23,N/A,0.06,Xbox 360
FIFA Soccer    ,PSV,0.63,0.16,0.35,0.02,0.09,PlayStation Vita
Tony Hawk's Project 8    ,PS3,0.63,0.30,0.23,0.01,0.10,PlayStation 3
Cabela's Big Game Hunter (2008)    ,Wii,0.63,0.58,0.00,N/A,0.05,Wii
NieR    ,PS3,0.63,0.17,0.19,0.20,0.07,PlayStation 3
Buzz Lightyear of Star Command    ,PS,0.63,0.35,0.24,N/A,0.04,PlayStation
Namco Museum    ,GC,0.63,0.48,0.13,N/A,0.02,GameCube
Test Drive Unlimited 2    ,PS3,0.63,0.16,0.35,0.01,0.11,PlayStation 3
Ghostbusters: The Video Game    ,X360,0.62,0.43,0.14,N/A,0.06,Xbox 360
Nobunaga no Yabou: Haouden    ,SNES,0.62,0.30,N/A,0.32,N/A,SNES
Kinect Sports Rivals    ,XOne,0.62,0.30,0.25,0.02,0.05,Xbox One
Virtua Cop    ,SAT,0.62,N/A,N/A,0.62,N/A,SAT
