title,console,console_developer,n_platforms,genre,release_year,publisher,developer,critic_score,total_sale,na_sale,pal_sale,japan_sale,other_sale
Disney's Treasure Planet,Game Boy Advance,Nintendo,1,action,2002,Disney Interactive Studios,Disney Interactive,6.3,0.28,0.2,0.07,0,0.01
Dead Rising 2: Off the Record,Xbox 360,Microsoft,3,action,2011,Capcom,Blue Castle Games,7.6,0.27,0.17,0.08,0,0.02
Iron Man 2,Xbox 360,Microsoft,4,action,2010,Sega,"Sega Studios, San Francisco",5.1,0.27,0.15,0.1,0,0.03
Transformers: Cybertron Adventures,Wii,Nintendo,1,action,2010,Activision,High Moon Studios,3.7,0.27,0.14,0.1,0,0.02
Superman Returns,Xbox 360,Microsoft,2,action,2006,Electronic Arts,EA Tiburon,5,0.26,0.23,0.01,0,0.02
Deadly Premonition,Xbox 360,Microsoft,1,action,2010,Ignition Entertainment,Access Games,6,0.26,0.18,0.06,0,0.02
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,Game Boy Advance,Nintendo,1,action,2002,THQ,Human Soft,6,0.26,0.19,0.07,0,0
Resident Evil: Deadly Silence,DS,Nintendo,1,action,2006,Capcom,Capcom,6.7,0.26,0.11,0.02,0.11,0.01
Frogger's Journey: The Forgotten Relic,Game Boy Advance,Nintendo,1,action,2003,Konami,Konami,5,0.26,0.18,0.07,0,0
Peter Jackson's King Kong: The Official Game of the Movie,Xbox 360,Microsoft,5,action,2005,Ubisoft,Ubisoft Montpellier,7.9,0.26,0.2,0.03,0,0.02
Spider-Man: Web of Shadows,Wii,Nintendo,6,action,2008,Activision,Shaba Games / Treyarch,6,0.25,0.22,0.01,0,0.02
Spider-Man: Edge of Time,Xbox 360,Microsoft,4,action,2011,Activision,Beenox,5.8,0.25,0.18,0.05,0,0.02
The Outfit,Xbox 360,Microsoft,1,action,2006,THQ,Unknown,7,0.25,0.21,0.02,0,0.02
Butt Ugly Martians: B.K.M. Battles,Game Boy Advance,Nintendo,1,action,2002,Knowledge Adventure,Runecraft,6,0.25,0.18,0.07,0,0
Dynasty Warriors 7,Xbox 360,Microsoft,2,action,2011,Tecmo Koei,Omega Force,5.9,0.24,0.16,0.06,0,0.02
Peter Jackson's King Kong: The Official Game of the Movie,GameCube,Nintendo,5,action,2005,Ubisoft,Ubisoft Montpellier,8.1,0.24,0.19,0.05,0,0.01
Resident Evil Archives: Resident Evil Zero,Wii,Nintendo,1,action,2009,Capcom,Capcom Production Studio 4,5.8,0.24,0.13,0.04,0.06,0.01
Spider-Man: Shattered Dimensions,Wii,Nintendo,4,action,2010,Activision,Beenox Studios,7.5,0.24,0.12,0.09,0,0.02
Grand Theft Auto,Game Boy Advance,Nintendo,2,action,2004,Rockstar Games,Digital Eclipse,7.1,0.24,0.17,0.06,0,0
A Way Out,Xbox One,Microsoft,2,action,2018,Electronic Arts,Hazelight,8.1,0.24,0.17,0.05,0,0.02
X-Men: Destiny,Xbox 360,Microsoft,4,action,2011,Activision,Silicon Knights,4.9,0.24,0.18,0.04,0,0.02
G.I. Joe: The Rise of Cobra,Xbox 360,Microsoft,6,action,2009,Electronic Arts,Double Helix Games,3.8,0.24,0.17,0.05,0,0.02
Dynasty Warriors 6 Empires,Xbox 360,Microsoft,2,action,2009,KOEI,Omega Force,6.3,0.24,0.16,0.02,0.04,0.02
Prince of Persia: The Forgotten Sands,Wii,Nintendo,5,action,2010,Ubisoft,Quebec City,7.5,0.24,0.1,0.11,0,0.02
Afro Samurai,Xbox 360,Microsoft,2,action,2009,Namco Bandai,Namco Bandai Games,6.4,0.24,0.16,0.05,0,0.02
The Lord of the Rings: Aragorn's Quest,Wii,Nintendo,2,action,2010,Warner Bros. Interactive,Headstrong Games,6.4,0.23,0.17,0.05,0,0.02
WWE All Stars,3DS,Nintendo,4,action,2011,THQ,THQ,7,0.23,0.15,0.06,0,0.02
NBA 2K6,Xbox 360,Microsoft,3,action,2005,2K Sports,Unknown,8,0.23,0.21,0.01,0,0.02
Dynasty Warriors: Strikeforce,Xbox 360,Microsoft,3,action,2010,Tecmo Koei,Omega Force,7.3,0.23,0.13,0.06,0.02,0.02
Danny Phantom: The Ultimate Enemy,Game Boy Advance,Nintendo,1,action,2005,THQ,Altron,7.5,0.22,0.16,0.06,0,0
Star Wars: The Force Unleashed II,DS,Nintendo,5,action,2010,LucasArts,LucasArts,4,0.22,0.17,0.03,0,0.02
Transformers: Dark of the Moon,3DS,Nintendo,4,action,2011,Activision,Behaviour Interactive Inc.,3,0.22,0.16,0.04,0,0.02
Deadly Creatures,Wii,Nintendo,1,action,2009,THQ,Rainbow Studios,6.9,0.22,0.08,0.12,0,0.02
From Russia With Love,GameCube,Nintendo,2,action,2005,Electronic Arts,EA Redwood Shores,7.3,0.22,0.17,0.04,0,0.01
Disney's Magical Quest Starring Mickey and Minnie,Game Boy Advance,Nintendo,1,action,2002,Nintendo,Capcom,6.1,0.22,0.16,0.06,0,0
G.I. Joe: The Rise of Cobra,Wii,Nintendo,6,action,2009,Electronic Arts,Double Helix Games,4.8,0.22,0.17,0.03,0,0.02
Frogger 3D,3DS,Nintendo,1,action,2011,Konami,Alpha Unit,7,0.21,0.16,0.04,0,0.02
Ninja Gaiden: Dragon Sword,DS,Nintendo,1,action,2008,Tecmo,Team Ninja,8,0.21,0.16,0.01,0.02,0.02
Vampire Rain,Xbox 360,Microsoft,1,action,2007,AQ Interactive,Artoon,3.9,0.21,0.18,0,0.01,0.02
Tenchu: Shadow Assassins,Wii,Nintendo,2,action,2009,Ubisoft,Acquire,7,0.21,0.15,0.01,0.03,0.01
BeyBlade VForce: Super Tournament Battle,GameCube,Nintendo,1,action,2003,Atari,Takara,2.5,0.21,0.16,0.04,0,0.01
LBX: Little Battlers eXperience,3DS,Nintendo,1,action,2015,Nintendo,Level 5,7,0.21,0,0,0.21,0
X2: Wolverine's Revenge,Xbox,Microsoft,4,action,2003,Activision,GenePool,5.8,0.21,0.15,0.04,0,0.01
Beyblade G-Revolution,Game Boy Advance,Nintendo,1,action,2004,Atari,Full Fat,2.4,0.2,0.15,0.05,0,0
Dragon Ball: Revenge of King Piccolo,Wii,Nintendo,1,action,2009,Namco Bandai,Bandai Namco Games,6.1,0.2,0.12,0.03,0.03,0.02
Pac-Man & Galaga Dimensions,3DS,Nintendo,1,action,2011,Namco Bandai,Namco Bandai Games,5.7,0.19,0.1,0.04,0.04,0.01
Conan,Xbox 360,Microsoft,2,action,2007,THQ,Nihilistic Software,7.1,0.19,0.16,0.02,0,0.01
Dinotopia: The Timestone Pirates,Game Boy Advance,Nintendo,1,action,2002,TDK Core,TDK Mediactive,6.1,0.19,0.14,0.05,0,0
Manhunt,Xbox,Microsoft,2,action,2004,Rockstar Games,Rockstar North,7.7,0.19,0.14,0.04,0,0.01
Dynasty Warriors: Gundam 2,Xbox 360,Microsoft,3,action,2009,Namco Bandai,Omega Force,5.6,0.19,0.07,0.03,0.08,0.01
Teenage Mutant Ninja Turtles 2: Battle Nexus,GameCube,Nintendo,4,action,2004,Konami,Konami,5,0.19,0.15,0.04,0,0.01
Hulk,GameCube,Nintendo,3,action,2003,Universal Interactive,Radical Entertainment,7.3,0.19,0.15,0.04,0,0.01
Dynasty Warriors Gundam,Xbox 360,Microsoft,2,action,2007,Namco Bandai,Omega Force,6,0.19,0.15,0.01,0.02,0.01
Jackie Chan Adventures: Legend of the Dark Hand,Game Boy Advance,Nintendo,1,action,2001,Activision,Torus Games,7.8,0.19,0.13,0.05,0,0
Shadows of the Damned,Xbox 360,Microsoft,2,action,2011,Electronic Arts,Grasshopper Manufacture,7.6,0.19,0.1,0.06,0.01,0.02
Ninja Gaiden 3: Razor's Edge,Wii U,Nintendo,1,action,2012,Nintendo,Team Ninja,6.5,0.19,0.14,0.03,0,0.02
The Munchables,Wii,Nintendo,1,action,2009,Namco Bandai,Namco Bandai Games,8,0.18,0.17,0,0,0.01
Mushroom Men: The Spore Wars,Wii,Nintendo,1,action,2008,SouthPeak Interactive,Red Fly Studio,7.3,0.18,0.16,0.01,0,0.01
SoulCalibur Legends,Wii,Nintendo,1,action,2007,Namco Bandai,Project Soul,4.8,0.18,0.16,0.01,0,0.01
Batman: Vengeance,Game Boy Advance,Nintendo,3,action,2001,Ubisoft,Ubisoft,6.2,0.18,0.13,0.05,0,0
Naruto Shippuden: Dragon Blade Chronicles,Wii,Nintendo,1,action,2010,Atlus,8ing/Raizing,4.3,0.18,0.11,0.02,0.05,0.01
Dynasty Warriors: Gundam 3,Xbox 360,Microsoft,2,action,2011,Tecmo Koei,Omega Force,6.5,0.18,0.11,0.03,0.02,0.01
The Grim Adventures of Billy & Mandy,GameCube,Nintendo,1,action,2006,Midway Games,High Voltage Software,7.2,0.17,0.13,0.03,0,0
True Crime: New York City,GameCube,Nintendo,3,action,2005,Activision,EXAKT Entertainment,6.4,0.17,0.13,0.03,0,0
X-Men: The Official Game,Xbox 360,Microsoft,6,action,2006,Activision,"Z-Axis, Ltd.",4.9,0.17,0.16,0,0,0.01
Transformers: Dark of the Moon,Wii,Nintendo,4,action,2011,Activision,Behaviour Interactive Inc.,3,0.17,0.09,0.06,0,0.02
Captain America: Super Soldier,Xbox 360,Microsoft,4,action,2011,Sega,Next Level Games,5.9,0.17,0.11,0.05,0,0.01
Mercury Meltdown Revolution,Wii,Nintendo,1,action,2007,Ignition Entertainment,Unknown,8,0.17,0.16,0,0,0.01
Batman Begins,Game Boy Advance,Nintendo,4,action,2005,Electronic Arts,Vicarious Visions,6.3,0.17,0.12,0.05,0,0
Bee Movie Game,Xbox 360,Microsoft,4,action,2007,Activision,Beenox,6.8,0.17,0.16,0,0,0.01
Rise of the Argonauts,Xbox 360,Microsoft,3,action,2008,Codemasters,Codemasters,5.2,0.17,0.03,0.12,0,0.01
Disney's Home on the Range,Game Boy Advance,Nintendo,1,action,2004,Disney Interactive Studios,Artificial Mind and Movement,5,0.17,0.12,0.04,0,0
Fairytale Fights,Xbox 360,Microsoft,2,action,2009,Playlogic Game Factory,Playlogic Game Factory,4.9,0.17,0.14,0.02,0,0.01
G-Force,Xbox 360,Microsoft,5,action,2009,Disney Interactive Studios,Eurocom Entertainment Software,7.4,0.17,0.11,0.05,0,0.02
Aliens: Infestation,DS,Nintendo,1,action,2011,Sega,Way Forward,8.5,0.17,0.09,0.05,0,0.02
Clash of the Titans: The Videogame,Xbox 360,Microsoft,1,action,2010,Namco Bandai,Game Republic,3.8,0.16,0.08,0.06,0,0.02
Curious George,Game Boy Advance,Nintendo,3,action,2006,Namco,Torus Games,6.6,0.16,0.12,0.04,0,0
El Shaddai: Ascension of the Metatron,Xbox 360,Microsoft,2,action,2011,Ignition Entertainment,Ignition Entertainment,8,0.16,0.07,0.05,0.03,0.01
The Incredibles: Rise of the Underminer,GameCube,Nintendo,4,action,2005,THQ,Heavy Iron Studios,6.7,0.16,0.12,0.03,0,0
Dragon Ball: Origins 2,DS,Nintendo,1,action,2010,Namco Bandai,Game Republic,6.9,0.16,0.05,0.02,0.08,0.01
Chaotic: Shadow Warriors,Xbox 360,Microsoft,1,action,2009,Activision,Activision,6.2,0.16,0.14,0,0,0.01
Fist of the North Star: Ken's Rage,Xbox 360,Microsoft,2,action,2010,Tecmo Koei,Tecmo Koei Games,5.4,0.16,0.07,0.02,0.06,0.01
Saw II: Flesh & Blood,Xbox 360,Microsoft,2,action,2010,Konami,Zombie Studios,4.9,0.15,0.1,0.04,0,0.01
Thor: God of Thunder,Wii,Nintendo,5,action,2011,Sega,Red Fly Studio,6.4,0.15,0.1,0.04,0,0.01
Zoids: Battle Legends,GameCube,Nintendo,1,action,2004,Atari,Tomy Corporation,5,0.15,0.12,0.03,0,0
Killer7,GameCube,Nintendo,2,action,2005,Capcom,Grasshopper Manufacture,7.2,0.15,0.12,0.03,0,0
The Incredible Hulk: Ultimate Destruction,GameCube,Nintendo,3,action,2005,VU Games,Radical Entertainment,8.7,0.15,0.11,0.03,0,0
Metroid Prime: Federation Force,3DS,Nintendo,1,action,2016,Nintendo,Next Level Games,6.3,0.15,0.08,0.02,0.03,0.01
Spider-Man: Friend or Foe,Wii,Nintendo,6,action,2007,Activision,Next Level Games,5.6,0.14,0.13,0,0,0.01
Thor: God of Thunder,Xbox 360,Microsoft,5,action,2011,Sega,Liquid Entertainment,3.8,0.14,0.09,0.04,0,0.01
Hitman: Blood Money,Xbox,Microsoft,4,action,2006,Eidos Interactive,IO Interactive,8.1,0.14,0.11,0.03,0,0.01
X-Blades,Xbox 360,Microsoft,2,action,2009,SouthPeak Interactive,Gaijin Entertainment,6,0.14,0.1,0.02,0.02,0.01
Just Cause,Xbox 360,Microsoft,3,action,2006,Eidos Interactive,Avalanche Studios,7.3,0.14,0.1,0.03,0.01,0.01
Jim Henson's the Muppets: On With the Show!,Game Boy Advance,Nintendo,1,action,2003,TDK Mediactive,Vicarious Visions,6.3,0.14,0.1,0.04,0,0
Eragon,Xbox 360,Microsoft,3,action,2006,Sierra Entertainment,Stormfront Studios,4.2,0.14,0.12,0.01,0,0.01
How to Train Your Dragon,Xbox 360,Microsoft,4,action,2010,Activision,Etranges Libellules,4.6,0.14,0.11,0.02,0,0.01
Fear Factor: Unleashed,Game Boy Advance,Nintendo,1,action,2004,Hip Interactive,Arush Entertainment,3,0.14,0.1,0.04,0,0
Robots,DS,Nintendo,1,action,2005,VU Games,Amaze Entertainment,4.5,0.14,0.12,0,0,0.01
G.I. Joe: The Rise of Cobra,DS,Nintendo,6,action,2009,Electronic Arts,Fall Line Studio,5.6,0.14,0.11,0.01,0,0.01
Kung Fu Panda 2,Wii,Nintendo,1,action,2011,THQ,THQ,3,0.13,0.07,0.05,0,0.01
Destroy All Humans! Big Willy Unleashed,Wii,Nintendo,1,action,2008,THQ,Locomotive Games,5.3,0.13,0.12,0,0,0.01
Tomb Raider: Legend,Xbox,Microsoft,7,action,2006,Eidos Interactive,Crystal Dynamics,8.3,0.13,0.1,0.03,0,0
007: Quantum of Solace,DS,Nintendo,6,action,2008,Activision,Vicarious Visions,6.3,0.13,0.11,0.01,0,0.01
Hitman 2: Silent Assassin,GameCube,Nintendo,3,action,2003,Eidos Interactive,IO Interactive,8.3,0.13,0.1,0.03,0,0
Destroy All Humans! Path of the Furon,Xbox 360,Microsoft,2,action,2008,THQ,Sandblast Games,4.1,0.13,0.08,0.04,0,0.01
Green Lantern: Rise of the Manhunters,Xbox 360,Microsoft,4,action,2011,Warner Bros. Interactive,Griptonite Games,6,0.13,0.07,0.04,0,0.01
Spartan: Total Warrior,Xbox,Microsoft,3,action,2005,Sega,The Creative Assembly,7,0.13,0.1,0.03,0,0
Dynasty Warriors 5 Empires,Xbox 360,Microsoft,2,action,2006,KOEI,Omega Force,6.4,0.13,0.11,0.01,0,0.01
Thor: God of Thunder,DS,Nintendo,5,action,2011,Sega,WayForward Technologies,6.4,0.13,0.08,0.03,0,0.01
Teenage Mutant Ninja Turtles: Arcade Attack,DS,Nintendo,1,action,2009,Ubisoft,Ubisoft,4.3,0.13,0.12,0,0,0.01
Galidor: Defenders of the Outer Dimension,Game Boy Advance,Nintendo,1,action,2002,Electronic Arts,Tiertex Design Studios,5.9,0.12,0.09,0.03,0,0
X2: Wolverine's Revenge,GameCube,Nintendo,4,action,2003,Activision,GenePool,6,0.12,0.09,0.02,0,0
Jaws: Ultimate Predator,3DS,Nintendo,1,action,2011,Majesco,n-Space,4,0.12,0.11,0,0,0.01
Castlevania: Curse of Darkness,Xbox,Microsoft,2,action,2005,Konami,Konami,7.2,0.12,0.09,0.03,0,0
Retro Game Challenge,DS,Nintendo,1,action,2009,Xseed Games,Bandai Namco Games,8.1,0.11,0,0,0.11,0
Phantom Dust,Xbox,Microsoft,1,action,2005,Majesco,Microsoft Game Studios,8.2,0.11,0.08,0.02,0,0
Green Lantern: Rise of the Manhunters,DS,Nintendo,4,action,2011,Warner Bros. Interactive,Griptonite Games,5.5,0.11,0.07,0.03,0,0.01
Spyborgs,Wii,Nintendo,1,action,2009,Capcom,Bionic Games,6.3,0.11,0.09,0.01,0,0.01
Night at the Museum: Battle of the Smithsonian,Xbox 360,Microsoft,2,action,2009,Majesco,"Pipeworks Software, Inc.",5.4,0.11,0.07,0.03,0,0.01
The Scorpion King: Rise of the Akkadian,GameCube,Nintendo,2,action,2002,Universal Interactive,Point of View,5.2,0.11,0.08,0.02,0,0
Pokémon Rumble World,3DS,Nintendo,1,action,2015,Nintendo,Ambrella,7,0.11,0,0.02,0.09,0
Astro Boy: The Video Game,Wii,Nintendo,4,action,2009,D3 Publisher,High Voltage Software,5.3,0.11,0.1,0,0,0.01
Planet 51,Xbox 360,Microsoft,2,action,2009,Sega,Pyro Studios,5.7,0.11,0.07,0.03,0,0.01
Dynasty Warriors Advance,Game Boy Advance,Nintendo,1,action,2005,Nintendo,Koei,5.2,0.11,0.08,0.03,0,0
The Lord of the Rings: Conquest,DS,Nintendo,4,action,2009,Electronic Arts,Artificial Mind and Movement,5.9,0.1,0.09,0.01,0,0.01
Tom Clancy's Splinter Cell: Chaos Theory,GameCube,Nintendo,3,action,2005,Ubisoft,Ubisoft Montreal,7.8,0.1,0.08,0.02,0,0
Astro Boy: The Video Game,DS,Nintendo,4,action,2009,D3 Publisher,Art Corporation,4.4,0.1,0.09,0,0,0.01
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Nintendo,2,action,2011,THQ,THQ,4.8,0.1,0.07,0.03,0,0.01
Hunter: The Reckoning,GameCube,Nintendo,2,action,2002,Interplay,High Voltage Software,7.1,0.1,0.08,0.02,0,0
X-Men: The Official Game,Xbox,Microsoft,6,action,2006,Activision,"Z-Axis, Ltd.",4.8,0.1,0.08,0.02,0,0
X-Men: Destiny,Wii,Nintendo,4,action,2011,Activision,Silicon Knights,3.3,0.1,0.07,0.02,0,0.01
Spider-Man: Web of Shadows,DS,Nintendo,6,action,2008,Activision,Griptonite Games,7.9,0.1,0.09,0,0,0.01
Thor: God of Thunder,3DS,Nintendo,5,action,2011,Sega,WayForward Technologies,6,0.1,0.06,0.03,0,0.01
Bladestorm: The Hundred Years' War,Xbox 360,Microsoft,2,action,2007,KOEI,Omega Force,6.9,0.09,0.08,0.01,0,0.01
Altered Beast: Guardian of the Realms,Game Boy Advance,Nintendo,1,action,2002,THQ,3d6 Games,6.5,0.09,0.07,0.02,0,0
Ninja Gaiden Black,Xbox,Microsoft,1,action,2005,Tecmo,Team Ninja,9.5,0.09,0.07,0.02,0,0
Green Lantern: Rise of the Manhunters,Wii,Nintendo,4,action,2011,Warner Bros. Interactive,Griptonite Games,5.5,0.09,0.05,0.03,0,0.01
Astro Boy: Omega Factor,Game Boy Advance,Nintendo,1,action,2004,Sega,Hitmaker,8.8,0.09,0.06,0.02,0,0
Mystic Heroes,GameCube,Nintendo,2,action,2002,KOEI,Koei,6.8,0.09,0.03,0.01,0.04,0
Attack on Titan 2,Xbox One,Microsoft,3,action,2018,Koei Tecmo,Omega Force,7,0.09,0.08,0,0,0.01
Ty the Tasmanian Tiger 3: Night of the Quinkan,GameCube,Nintendo,3,action,2005,Activision,Krome Studios,6.2,0.09,0.07,0.02,0,0
LEGO Star Wars II: The Original Trilogy,Game Boy Advance,Nintendo,8,action,2006,LucasArts,Amaze Entertainment,6,0.09,0.06,0.02,0,0
The Incredibles: Rise of the Underminer,Xbox,Microsoft,4,action,2005,THQ,Heavy Iron Studios,6.5,0.09,0.06,0.02,0,0
Captain America: Super Soldier,3DS,Nintendo,4,action,2011,Sega,Sega,5,0.09,0.05,0.03,0,0.01
Tom Clancy's Splinter Cell: Pandora Tomorrow,GameCube,Nintendo,2,action,2004,Ubisoft,Ubisoft,6.7,0.08,0.06,0.02,0,0
Knights Contract,Xbox 360,Microsoft,2,action,2011,Namco Bandai,Game Republic,5,0.08,0.05,0.03,0,0.01
Batman: Dark Tomorrow,GameCube,Nintendo,2,action,2003,Kemco,"HotGen, Ltd.",2.3,0.08,0.06,0.02,0,0
Tomb Raider: Legend,GameCube,Nintendo,7,action,2006,Eidos Interactive,Crystal Dynamics,7.9,0.08,0.06,0.02,0,0
C.O.P.: The Recruit,DS,Nintendo,1,action,2009,Ubisoft,Ubisoft,5.7,0.08,0.05,0.02,0,0.01
Samurai Warriors 2,Xbox 360,Microsoft,2,action,2006,KOEI,Omega Force,5.4,0.08,0.07,0.01,0,0.01
Resident Evil 3: Nemesis,GameCube,Nintendo,2,action,2003,Capcom,Capcom,5.7,0.08,0.06,0.02,0,0
Superman Returns,DS,Nintendo,2,action,2006,Electronic Arts,EA Tiburon,3.8,0.07,0.07,0,0,0.01
Disaster: Day of Crisis,Wii,Nintendo,1,action,2008,Nintendo,Monolith Soft,6.4,0.07,0,0.03,0.04,0
Catwoman,GameCube,Nintendo,4,action,2004,Electronic Arts,Argonaut Games,5.3,0.07,0.05,0.01,0,0
Spartan: Total Warrior,GameCube,Nintendo,3,action,2005,Sega,The Creative Assembly,7.1,0.07,0.05,0.01,0,0
Batman: Rise of Sin Tzu,Game Boy Advance,Nintendo,4,action,2003,Ubisoft,Ubisoft Montreal,5.5,0.07,0.05,0.02,0,0
Alex Rider: Stormbreaker,DS,Nintendo,1,action,2006,THQ,Altron,4,0.07,0.06,0,0,0
Frogger Advance: The Great Quest,Game Boy Advance,Nintendo,1,action,2002,Konami,KCEA,5.5,0.07,0.05,0.02,0,0
James Bond 007: Blood Stone,DS,Nintendo,4,action,2010,Activision,n-Space,7,0.06,0.05,0.01,0,0
Kabuki Warriors,Xbox,Microsoft,1,action,2001,Crave Entertainment,Light Weight,1,0.06,0.05,0.01,0,0
Disney's Magical Quest 2 Starring Mickey and Minnie,Game Boy Advance,Nintendo,1,action,2003,Capcom,Capcom,5.6,0.06,0.05,0.02,0,0
Cartoon Network: Battle Crashers,3DS,Nintendo,2,action,2016,GameMill Entertainment,Magic Pockets,3.5,0.06,0.04,0.01,0,0.01
Resident Evil - Code: Veronica X,GameCube,Nintendo,2,action,2003,Capcom,Capcom,5.6,0.06,0.05,0.01,0,0
Brave: A Warrior's Tale,Xbox 360,Microsoft,2,action,2009,SouthPeak Interactive,Collision Studios,4.4,0.06,0.05,0.01,0,0
Brave: A Warrior's Tale,Wii,Nintendo,2,action,2009,SouthPeak Interactive,Collision Studios,4.7,0.06,0.05,0,0,0
Fatal Frame,Xbox,Microsoft,2,action,2002,Tecmo,Tecmo,7.9,0.06,0.04,0.01,0,0
X-Men: Destiny,DS,Nintendo,4,action,2011,Activision,Other Ocean Interactive,2,0.06,0.05,0.01,0,0
Resident Evil 2,GameCube,Nintendo,3,action,2003,Capcom,Capcom,5.9,0.06,0.04,0.01,0,0
Catwoman,Xbox,Microsoft,4,action,2004,Electronic Arts,Argonaut Games,4.7,0.06,0.04,0.01,0,0
Warriors Orochi 2,Xbox 360,Microsoft,4,action,2008,KOEI,Omega Force,4.6,0.06,0.04,0,0.01,0
Tom Clancy's Splinter Cell: Double Agent,GameCube,Nintendo,3,action,2006,Ubisoft,Ubisoft Montreal,5.6,0.06,0.04,0.01,0,0
Viewtiful Joe: Red Hot Rumble,GameCube,Nintendo,1,action,2005,Capcom,Clover Studio,6.2,0.06,0.04,0.01,0,0
BattleBots: Beyond the BattleBox,Game Boy Advance,Nintendo,1,action,2002,Majesco,Cave Barn Studios,5.8,0.06,0.04,0.01,0,0
Captain America: Super Soldier,Wii,Nintendo,4,action,2011,Sega,Sega,6,0.05,0.05,0,0,0
Rogue Ops,GameCube,Nintendo,3,action,2003,Kemco,Bits Studios,6.1,0.05,0.04,0.01,0,0
Around the World in 80 Days,Game Boy Advance,Nintendo,1,action,2004,Hip Interactive,Saffire Corporation,3.5,0.05,0.03,0.01,0,0
Barnyard,Game Boy Advance,Nintendo,4,action,2006,THQ,Halfbrick Studios,5.6,0.05,0.03,0.01,0,0
The Grim Adventures Of Billy & Mandy,Wii,Nintendo,1,action,2006,Midway Games,High Voltage Software,6.6,0.05,0.04,0,0,0
Fatal Frame II: Crimson Butterfly Director's Cut,Xbox,Microsoft,1,action,2004,Tecmo,Tecmo,8.7,0.05,0.04,0.01,0,0
Assassin's Creed: Altair's Chronicles,DS,Nintendo,2,action,2008,Ubisoft,Gameloft,5.7,0.05,0.03,0.01,0,0
Double Dragon Advance,Game Boy Advance,Nintendo,1,action,2003,Atlus,Million,7.9,0.05,0.03,0.01,0,0
Devil's Third,Wii U,Nintendo,1,action,2015,Nintendo,Valhalla Game Studios,3.8,0.05,0.03,0.02,0,0
The Invincible Iron Man,Game Boy Advance,Nintendo,1,action,2002,Activision,Torus Games Pty. Ltd.,6.4,0.04,0.03,0.01,0,0
Dragon Ball: Advanced Adventure,Game Boy Advance,Nintendo,1,action,2006,Atari,Dimps Corporation,7.7,0.04,0.03,0.01,0,0
Hot Potato!,Game Boy Advance,Nintendo,1,action,2001,BAM! Entertainment,Pukka Games,7.7,0.04,0.03,0.01,0,0
Alienators: Evolution Continues,Game Boy Advance,Nintendo,1,action,2001,Activision,Digital Eclipse,7,0.03,0.03,0.01,0,0
Metal Gear Solid: Snake Eater 3D,3DS,Nintendo,2,action,2012,Konami,Konami,7.9,0.03,0.03,0,0,0
"Crouching Tiger, Hidden Dragon",Game Boy Advance,Nintendo,3,action,2005,Ubisoft,Ubisoft,5.9,0.03,0.02,0.01,0,0
CT Special Forces,Game Boy Advance,Nintendo,1,action,2004,Hip Interactive,LSP,5.9,0.03,0.02,0.01,0,0
Disney's Hide & Sneak,GameCube,Nintendo,1,action,2003,Capcom,Capcom,4.7,0.03,0.03,0.01,0,0
RoadKill,GameCube,Nintendo,3,action,2003,Midway Games,Terminal Reality,7.7,0.03,0.02,0.01,0,0
Gekido Advance: Kintaro's Revenge,Game Boy Advance,Nintendo,1,action,2003,"Destination Software, Inc",NA.P.S. Team SNC,7.7,0.03,0.02,0.01,0,0
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Nintendo,1,action,2003,THQ,Natsume,4.6,0.03,0.02,0.01,0,0
Max Payne,Game Boy Advance,Nintendo,4,action,2003,Rockstar Games,Mobius Entertainment,7.8,0.03,0.02,0.01,0,0
Jet Grind Radio,Game Boy Advance,Nintendo,1,action,2003,THQ,Vicarious Visions,7.1,0.03,0.02,0.01,0,0
Justice League Heroes: The Flash,Game Boy Advance,Nintendo,1,action,2006,Warner Bros. Interactive,WayForward Technologies,8,0.03,0.02,0.01,0,0
Azure Striker Gunvolt,3DS,Nintendo,1,action,2014,Inti Creates,Inti Creates,8,0.02,0.02,0,0,0
Disney's Magical Quest 3 Starring Mickey and Donald,Game Boy Advance,Nintendo,1,action,2005,Capcom,Capcom Entertainment,6.5,0.02,0.02,0.01,0,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,Xbox,Microsoft,3,action,2005,Activision,Krome Studios,6.2,0.02,0.02,0.01,0,0
Tenkai Knights: Brave Battle,3DS,Nintendo,1,action,2014,Namco Bandai Games,Delta Factory,4.5,0.02,0.01,0.01,0,0
Charlie's Angels,GameCube,Nintendo,1,action,2003,Ubisoft,Neko Entertainment,2.5,0.02,0.01,0,0,0
Kong: The Animated Series,Game Boy Advance,Nintendo,1,action,2002,BAM! Entertainment,Planet Interactive,5,0.02,0.01,0,0,0
Dinotopia: The Sunstone Odyssey,GameCube,Nintendo,2,action,2003,TDK Mediactive,Vicious Cycle,4.7,0.02,0.01,0,0,0
Mission: Impossible - Operation Surma,GameCube,Nintendo,1,action,2004,Atari,Paradigm Entertainment,7.3,0.02,0.01,0,0,0
Games Explosion!,Game Boy Advance,Nintendo,1,action,2006,THQ,FrontLine Studios,4,0.02,0.01,0,0,0
Yoku's Island Express,Xbox One,Microsoft,3,action,2018,Villa Gorilla,Villa Gorilla,9,0.02,0.01,0,0,0
